target_font,target_component_id,actual_zhuyin,source_font,source_component_id,component_id_offset,validation_method,visual_chamfer_distance,distance_threshold,occurrences_in_blind_test,char_examples,target_stable_key,target_glyph_sha256,source_stable_key,confidence
DFPYuanW5-ZhuIn-BFW,14245,ㄩㄢˊ,DFPBiaoKai-W5-ZhuIn-BFW,14244,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.6189,8.0,8,原、員,DFPYuanW5-ZhuIn-BFW#14245,8b7b7e85969dba6ba39d40f6eba6c5a477f54f2df534c42e8ed44a2ec1be9ed9,DFPBiaoKai-W5-ZhuIn-BFW#14244,safe
DFPYuanW5-ZhuIn-BFW,14246,ㄩㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14245,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.6301,8.0,1,願,DFPYuanW5-ZhuIn-BFW#14246,9f611af3b6f62c36f04b43c7f887e3de574b5efd929161163f0ed4aaf8e5091c,DFPBiaoKai-W5-ZhuIn-BFW#14245,safe
DFPYuanW5-ZhuIn-BFW,14250,ㄩㄣˋ,DFPBiaoKai-W5-ZhuIn-BFW,14249,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.9802,8.0,17,運,DFPYuanW5-ZhuIn-BFW#14250,9221fa3381125f745c16e0d5eb405306f6deffcccbafc4e8c28ccec1264a60fa,DFPBiaoKai-W5-ZhuIn-BFW#14249,safe
DFPYuanW5-ZhuIn-BFW,14255,ㄩㄥˋ,DFPBiaoKai-W5-ZhuIn-BFW,14254,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.786,8.0,25,用,DFPYuanW5-ZhuIn-BFW#14255,2e8d6e710e21668e6ffe34394572abf5aed0fa29882349baef573391de76f1c3,DFPBiaoKai-W5-ZhuIn-BFW#14254,safe
DFPYuanW5-ZhuIn-BFW,14258,˙ㄅㄚ,DFPBiaoKai-W5-ZhuIn-BFW,14257,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.1654,8.0,2,吧,DFPYuanW5-ZhuIn-BFW#14258,0c6414091227051f393c42fe7aa5e51908236e5913adc5fc9f51b03371264ea0,DFPBiaoKai-W5-ZhuIn-BFW#14257,safe
DFPYuanW5-ZhuIn-BFW,14261,ㄅㄚˇ,DFPBiaoKai-W5-ZhuIn-BFW,14260,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.6933,8.0,3,把,DFPYuanW5-ZhuIn-BFW#14261,c960debaa15eb17fe8930f87ab9343d0d165c5c9b3d3de3c32abe6069b3f3ee4,DFPBiaoKai-W5-ZhuIn-BFW#14260,safe
DFPYuanW5-ZhuIn-BFW,14267,ㄅㄞˊ,DFPBiaoKai-W5-ZhuIn-BFW,14266,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.3095,8.0,5,白,DFPYuanW5-ZhuIn-BFW#14267,e99c4df39ed998e5186dfe63cb9e48f6363f12f4ac75350e82a3264670084a18,DFPBiaoKai-W5-ZhuIn-BFW#14266,safe
DFPYuanW5-ZhuIn-BFW,14268,ㄅㄞˋ,DFPBiaoKai-W5-ZhuIn-BFW,14267,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.4522,8.0,1,敗,DFPYuanW5-ZhuIn-BFW#14268,6dcf97db6150a1153af9e18ea424c63f040c6950cc1570fb50c3772a3741c574,DFPBiaoKai-W5-ZhuIn-BFW#14267,safe
DFPYuanW5-ZhuIn-BFW,14269,ㄅㄞˇ,DFPBiaoKai-W5-ZhuIn-BFW,14268,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.5696,8.0,3,擺,DFPYuanW5-ZhuIn-BFW#14269,e05006a2f0dcefc8b58086bbf276213cf60929654d560012b866f550a7954396,DFPBiaoKai-W5-ZhuIn-BFW#14268,safe
DFPYuanW5-ZhuIn-BFW,14270,ㄅㄟ,DFPBiaoKai-W5-ZhuIn-BFW,14269,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.8765,8.0,2,杯,DFPYuanW5-ZhuIn-BFW#14270,809633a938529bc4f1c342ef513d3c8118c0f199290e27dfa1e87c844811be66,DFPBiaoKai-W5-ZhuIn-BFW#14269,safe
DFPYuanW5-ZhuIn-BFW,14271,ㄅㄟˋ,DFPBiaoKai-W5-ZhuIn-BFW,14270,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.0135,8.0,11,被、備、背,DFPYuanW5-ZhuIn-BFW#14271,a8da288275dbc8129a607c5c6ee75d69769e7cac715c0881b8f3061927e0588b,DFPBiaoKai-W5-ZhuIn-BFW#14270,safe
DFPYuanW5-ZhuIn-BFW,14273,ㄅㄠ,DFPBiaoKai-W5-ZhuIn-BFW,14272,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.7186,8.0,4,包,DFPYuanW5-ZhuIn-BFW#14273,9bb8ec60925d1d03177fd5b8a7cfff708b5243c5a49adaccee3c93903d38a9af,DFPBiaoKai-W5-ZhuIn-BFW#14272,safe
DFPYuanW5-ZhuIn-BFW,14275,ㄅㄠˋ,DFPBiaoKai-W5-ZhuIn-BFW,14274,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.9384,8.0,4,豹、抱,DFPYuanW5-ZhuIn-BFW#14275,e132543cfefb4edfad8e9e7f57d3e997f3d865bf021f5104d4665cf09cc4401a,DFPBiaoKai-W5-ZhuIn-BFW#14274,safe
DFPYuanW5-ZhuIn-BFW,14276,ㄅㄠˇ,DFPBiaoKai-W5-ZhuIn-BFW,14275,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.3656,8.0,8,飽、保、寶,DFPYuanW5-ZhuIn-BFW#14276,5fb72a526a1b58167cdbdc8f45e78852dfcd71244086a77b54e252b3fe60f09a,DFPBiaoKai-W5-ZhuIn-BFW#14275,safe
DFPYuanW5-ZhuIn-BFW,14277,ㄅㄢ,DFPBiaoKai-W5-ZhuIn-BFW,14276,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.2433,8.0,3,班,DFPYuanW5-ZhuIn-BFW#14277,280c0c6d843f16940785f51e2dc96bcdc1f1cead39a129b36bcee0b1c136c1c8,DFPBiaoKai-W5-ZhuIn-BFW#14276,safe
DFPYuanW5-ZhuIn-BFW,14278,ㄅㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14277,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.6531,8.0,1,扮,DFPYuanW5-ZhuIn-BFW#14278,6ec8d07d6115a0200d5b2c5c6d8e9cbad39d17edc103a571de003f04def4f71c,DFPBiaoKai-W5-ZhuIn-BFW#14277,safe
DFPYuanW5-ZhuIn-BFW,14282,ㄅㄣˇ,DFPBiaoKai-W5-ZhuIn-BFW,14281,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.6457,8.0,1,本,DFPYuanW5-ZhuIn-BFW#14282,d3c974f47a268e846c108829cf4503c91214d4834f9f26ac447d64f89f2972d2,DFPBiaoKai-W5-ZhuIn-BFW#14281,safe
DFPYuanW5-ZhuIn-BFW,14283,ㄅㄤ,DFPBiaoKai-W5-ZhuIn-BFW,14282,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.0968,8.0,5,幫,DFPYuanW5-ZhuIn-BFW#14283,20dd99d9d30e8b9afecc1199c8bcb8746a5c8a61b4a9346050ce5ec18ab06fe9,DFPBiaoKai-W5-ZhuIn-BFW#14282,safe
DFPYuanW5-ZhuIn-BFW,14284,ㄅㄤˋ,DFPBiaoKai-W5-ZhuIn-BFW,14283,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.2451,8.0,3,棒,DFPYuanW5-ZhuIn-BFW#14284,e219b9e405a30793d19c51e24823c7da1af1c1be347e6b7d28deeb4b46fceba4,DFPBiaoKai-W5-ZhuIn-BFW#14283,safe
DFPYuanW5-ZhuIn-BFW,14292,ㄅㄧˋ,DFPBiaoKai-W5-ZhuIn-BFW,14291,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.638,8.0,10,避、臂,DFPYuanW5-ZhuIn-BFW#14292,8f0109a9c1905439e1e0f7e09082bc574f6047aaecec29d1b5f5f4a1e998c110,DFPBiaoKai-W5-ZhuIn-BFW#14291,safe
DFPYuanW5-ZhuIn-BFW,14293,ㄅㄧˇ,DFPBiaoKai-W5-ZhuIn-BFW,14292,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.1056,8.0,10,比,DFPYuanW5-ZhuIn-BFW#14293,be1e5fa7f422f77c7d05b0618a9e4dabee6e05217662a6c8a67f54aa065d6424,DFPBiaoKai-W5-ZhuIn-BFW#14292,safe
DFPYuanW5-ZhuIn-BFW,14295,ㄅㄧㄝˊ,DFPBiaoKai-W5-ZhuIn-BFW,14294,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.1605,8.0,7,別,DFPYuanW5-ZhuIn-BFW#14295,5101a38fde5f855784719e8e10f5d5a32f1290cafa65a96fd770a91ed70084ce,DFPBiaoKai-W5-ZhuIn-BFW#14294,safe
DFPYuanW5-ZhuIn-BFW,14298,ㄅㄧㄠ,DFPBiaoKai-W5-ZhuIn-BFW,14297,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.5373,8.0,4,標,DFPYuanW5-ZhuIn-BFW#14298,d76d37cd7363b545f66d03924ed26d928714b1d94b1431b1bdef2827cc24b6b8,DFPBiaoKai-W5-ZhuIn-BFW#14297,safe
DFPYuanW5-ZhuIn-BFW,14300,ㄅㄧㄠˇ,DFPBiaoKai-W5-ZhuIn-BFW,14299,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.8334,8.0,5,表,DFPYuanW5-ZhuIn-BFW#14300,3daac7ef9496747e7c3a5a6511b7a47d4791ced1640d7c0defcc7405ef816188,DFPBiaoKai-W5-ZhuIn-BFW#14299,safe
DFPYuanW5-ZhuIn-BFW,14301,ㄅㄧㄢ,DFPBiaoKai-W5-ZhuIn-BFW,14300,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.7272,8.0,4,編、邊,DFPYuanW5-ZhuIn-BFW#14301,3f9565951e582b34507e8c047fe8423492e42aa3fe4b8f6e3a52c19cbf5160ff,DFPBiaoKai-W5-ZhuIn-BFW#14300,safe
DFPYuanW5-ZhuIn-BFW,14302,ㄅㄧㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14301,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.1324,8.0,14,變、便,DFPYuanW5-ZhuIn-BFW#14302,7ff4e6e7fb75db83515dbd638927e150d8cd1c8a7abc1aa6c32240df267db9d8,DFPBiaoKai-W5-ZhuIn-BFW#14301,safe
DFPYuanW5-ZhuIn-BFW,14307,ㄅㄧㄥˋ,DFPBiaoKai-W5-ZhuIn-BFW,14306,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.8957,8.0,22,並、病、併,DFPYuanW5-ZhuIn-BFW#14307,f34e461e7c8d79a96c1aff9e20cf440fdb53c671ba57b5cf71fb60b2ce2fb43b,DFPBiaoKai-W5-ZhuIn-BFW#14306,safe
DFPYuanW5-ZhuIn-BFW,14310,ㄅㄨˊ,DFPBiaoKai-W5-ZhuIn-BFW,14309,-1,v3.3 TTF字形自驗修正＋跨字型輪廓驗證＋SHA-256字形閘門,3.9747,8.0,8,不,DFPYuanW5-ZhuIn-BFW#14310,09fffd487b3e70c3f2967417c9fb50227fa13ce8f80283f567dafba4df42e8c9,DFPBiaoKai-W5-ZhuIn-BFW#14309,safe
DFPYuanW5-ZhuIn-BFW,14311,ㄅㄨˋ,DFPBiaoKai-W5-ZhuIn-BFW,14310,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.576,8.0,17,部、步、布,DFPYuanW5-ZhuIn-BFW#14311,ceedb2ac4a36c64f4ea73c8fd133645db704afe57906c90a158d02c3238856b5,DFPBiaoKai-W5-ZhuIn-BFW#14310,safe
DFPYuanW5-ZhuIn-BFW,14312,ㄅㄨˇ,DFPBiaoKai-W5-ZhuIn-BFW,14311,-1,v3.3 TTF字形自驗修正＋跨字型輪廓驗證＋SHA-256字形閘門,4.4746,8.0,1,補,DFPYuanW5-ZhuIn-BFW#14312,10acd01f93ee8aacf4e8d531d15f1e83c84f41d5716bf273ab213f85aeb798ee,DFPBiaoKai-W5-ZhuIn-BFW#14311,safe
DFPYuanW5-ZhuIn-BFW,14314,ㄆㄚˊ,DFPBiaoKai-W5-ZhuIn-BFW,14313,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.2642,8.0,1,爬,DFPYuanW5-ZhuIn-BFW#14314,a80343341920801406b5512b268dc0c2aa7b06d9b22f386a0e86ac02b2765bc3,DFPBiaoKai-W5-ZhuIn-BFW#14313,safe
DFPYuanW5-ZhuIn-BFW,14316,ㄆㄛ,DFPBiaoKai-W5-ZhuIn-BFW,14315,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.5368,8.0,1,坡,DFPYuanW5-ZhuIn-BFW#14316,0b59e5f416ab792f186dcff3ba1749e6f7f9f7cf064fe524a32564e2fe4bd1be,DFPBiaoKai-W5-ZhuIn-BFW#14315,safe
DFPYuanW5-ZhuIn-BFW,14321,ㄆㄞˊ,DFPBiaoKai-W5-ZhuIn-BFW,14320,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.0526,8.0,6,排,DFPYuanW5-ZhuIn-BFW#14321,fec20370680038263ea2ee934ea1f912e1b37ac29b9ddf4872dbcad80e6cb9b1,DFPBiaoKai-W5-ZhuIn-BFW#14320,safe
DFPYuanW5-ZhuIn-BFW,14326,ㄆㄟˋ,DFPBiaoKai-W5-ZhuIn-BFW,14325,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.8664,8.0,1,配,DFPYuanW5-ZhuIn-BFW#14326,91ab5a06aece86613aa5f645001efee3388548b389046d21a7645ee87d0c448c,DFPBiaoKai-W5-ZhuIn-BFW#14325,safe
DFPYuanW5-ZhuIn-BFW,14328,ㄆㄠ,DFPBiaoKai-W5-ZhuIn-BFW,14327,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.4336,8.0,16,拋,DFPYuanW5-ZhuIn-BFW#14328,c18b3175d4c8e62e9d7ee1a1c88d73a619e00ac21366a05f8b23c37d676cf6ee,DFPBiaoKai-W5-ZhuIn-BFW#14327,safe
DFPYuanW5-ZhuIn-BFW,14331,ㄆㄠˇ,DFPBiaoKai-W5-ZhuIn-BFW,14330,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.9608,8.0,12,跑,DFPYuanW5-ZhuIn-BFW#14331,a69039dc733cb38ae99f3d8cbfc5095dbdbc3cb004239c984217bd42e013d14f,DFPBiaoKai-W5-ZhuIn-BFW#14330,safe
DFPYuanW5-ZhuIn-BFW,14336,ㄆㄢˊ,DFPBiaoKai-W5-ZhuIn-BFW,14335,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.098,8.0,2,盤,DFPYuanW5-ZhuIn-BFW#14336,0d34ceb1caab30500cfe7002d68a9bbc1117eec21c8096511766797776b40ea6,DFPBiaoKai-W5-ZhuIn-BFW#14335,safe
DFPYuanW5-ZhuIn-BFW,14337,ㄆㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14336,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.0762,8.0,2,判,DFPYuanW5-ZhuIn-BFW#14337,08377a0f4d1154ad6e232e51c7c15c81c06ff816a7f90abef42659fe24f4626c,DFPBiaoKai-W5-ZhuIn-BFW#14336,safe
DFPYuanW5-ZhuIn-BFW,14348,ㄆㄥˊ,DFPBiaoKai-W5-ZhuIn-BFW,14347,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.0208,8.0,2,朋,DFPYuanW5-ZhuIn-BFW#14348,a95c11cf876704b810e893d4d1c30711ec01d70f629fff6e6e113ae1ce2aae50,DFPBiaoKai-W5-ZhuIn-BFW#14347,safe
DFPYuanW5-ZhuIn-BFW,14368,ㄆㄧㄣˇ,DFPBiaoKai-W5-ZhuIn-BFW,14367,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.0242,8.0,4,品,DFPYuanW5-ZhuIn-BFW#14368,740133edd8ebf3c1d58d5086d0d8da133a018359fe160dd94e0e97a5c3885731,DFPBiaoKai-W5-ZhuIn-BFW#14367,safe
DFPYuanW5-ZhuIn-BFW,14370,ㄆㄧㄥˊ,DFPBiaoKai-W5-ZhuIn-BFW,14369,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.0483,8.0,9,平、評,DFPYuanW5-ZhuIn-BFW#14370,03df1e59566f89e5e90d29435a3f2cf804e7ad48cec6f28d5c98ef3e6e8486a1,DFPBiaoKai-W5-ZhuIn-BFW#14369,safe
DFPYuanW5-ZhuIn-BFW,14378,˙ㄇㄚ,DFPBiaoKai-W5-ZhuIn-BFW,14377,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.7614,8.0,7,嗎,DFPYuanW5-ZhuIn-BFW#14378,a444171c18dbc4092829b75613930df630eaca93b58950dddbcbc89c91a1dbb6,DFPBiaoKai-W5-ZhuIn-BFW#14377,safe
DFPYuanW5-ZhuIn-BFW,14381,ㄇㄚˇ,DFPBiaoKai-W5-ZhuIn-BFW,14380,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.4193,8.0,3,馬,DFPYuanW5-ZhuIn-BFW#14381,611332e2330774279a02a485e7b2eac9c09da8d0e040037b6018ac9986798810,DFPBiaoKai-W5-ZhuIn-BFW#14380,safe
DFPYuanW5-ZhuIn-BFW,14384,ㄇㄛˊ,DFPBiaoKai-W5-ZhuIn-BFW,14383,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.5943,8.0,2,模,DFPYuanW5-ZhuIn-BFW#14384,c903a96f1dffdea4d7592e723c237871a31b8e7cca1b29003c3ae5a18e4c1c07,DFPBiaoKai-W5-ZhuIn-BFW#14383,safe
DFPYuanW5-ZhuIn-BFW,14391,ㄇㄟˊ,DFPBiaoKai-W5-ZhuIn-BFW,14390,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.2416,8.0,6,沒、莓,DFPYuanW5-ZhuIn-BFW#14391,876e4ce7c274a215e62963090ce3c58d4edadbdb409d4617beca75347d452e2c,DFPBiaoKai-W5-ZhuIn-BFW#14390,safe
DFPYuanW5-ZhuIn-BFW,14393,ㄇㄟˇ,DFPBiaoKai-W5-ZhuIn-BFW,14392,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,5.0982,8.0,7,每,DFPYuanW5-ZhuIn-BFW#14393,ea662dd717c4374793dc89443082fe0d1dd56bd35bca0c02cf1392d99f47192a,DFPBiaoKai-W5-ZhuIn-BFW#14392,safe
DFPYuanW5-ZhuIn-BFW,14395,ㄇㄠˊ,DFPBiaoKai-W5-ZhuIn-BFW,14394,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.236,8.0,3,毛,DFPYuanW5-ZhuIn-BFW#14395,74d95d3081983a806a677dac2e9a61ed8da471c4a0ac33a695feb9b03a2b4827,DFPBiaoKai-W5-ZhuIn-BFW#14394,safe
DFPYuanW5-ZhuIn-BFW,14402,ㄇㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14401,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.286,8.0,5,慢,DFPYuanW5-ZhuIn-BFW#14402,bf4c81b3dc61ddf717296612d26ab0d044340f0dfc30b52aa2fe3ba14174c97a,DFPBiaoKai-W5-ZhuIn-BFW#14401,safe
DFPYuanW5-ZhuIn-BFW,14406,ㄇㄣˊ,DFPBiaoKai-W5-ZhuIn-BFW,14405,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.4786,8.0,1,門,DFPYuanW5-ZhuIn-BFW#14406,56b8ef2c260c064881e3dae03a2496c704403c48ebe6a0fc5c88ae5dc0eddfd4,DFPBiaoKai-W5-ZhuIn-BFW#14405,safe
DFPYuanW5-ZhuIn-BFW,14409,ㄇㄤˊ,DFPBiaoKai-W5-ZhuIn-BFW,14408,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.3427,8.0,1,芒,DFPYuanW5-ZhuIn-BFW#14409,857b6491d40896fd9d14278ac85e6e8ca7cefb3c81e811e1a7cdd272c7002673,DFPBiaoKai-W5-ZhuIn-BFW#14408,safe
DFPYuanW5-ZhuIn-BFW,14420,ㄇㄧㄝˋ,DFPBiaoKai-W5-ZhuIn-BFW,14419,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.8778,8.0,1,滅,DFPYuanW5-ZhuIn-BFW#14420,5a082f29cd002fbcf5afb70a8b7759019675d108e55b9dd22952659b053bade6,DFPBiaoKai-W5-ZhuIn-BFW#14419,safe
DFPYuanW5-ZhuIn-BFW,14428,ㄇㄧㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14427,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.9508,8.0,7,面,DFPYuanW5-ZhuIn-BFW#14428,75cf4dedb01eb5053af44dbc80ee851760e7505c5e529d8ccd34a8b2d0d43e5b,DFPBiaoKai-W5-ZhuIn-BFW#14427,safe
DFPYuanW5-ZhuIn-BFW,14429,ㄇㄧㄢˇ,DFPBiaoKai-W5-ZhuIn-BFW,14428,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.7999,8.0,6,免,DFPYuanW5-ZhuIn-BFW#14429,d11abd55d22b52ec7eed1755cf9918b2c34eca12182e38457f1c2aebdb8334d0,DFPBiaoKai-W5-ZhuIn-BFW#14428,safe
DFPYuanW5-ZhuIn-BFW,14430,ㄇㄧㄣˊ,DFPBiaoKai-W5-ZhuIn-BFW,14429,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.7609,8.0,1,民,DFPYuanW5-ZhuIn-BFW#14430,220491be4b2edb7ea645575d5862826a059629fe8b991a00458f0e8d17637884,DFPBiaoKai-W5-ZhuIn-BFW#14429,safe
DFPYuanW5-ZhuIn-BFW,14432,ㄇㄧㄥˊ,DFPBiaoKai-W5-ZhuIn-BFW,14431,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.7752,8.0,1,名,DFPYuanW5-ZhuIn-BFW#14432,1122f2793d3e021b60fed5362e5a95618f130b3925c7fc4ea75f158ec5526791,DFPBiaoKai-W5-ZhuIn-BFW#14431,safe
DFPYuanW5-ZhuIn-BFW,14433,ㄇㄧㄥˋ,DFPBiaoKai-W5-ZhuIn-BFW,14432,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.5206,8.0,1,命,DFPYuanW5-ZhuIn-BFW#14433,56aad4482c40bfca6eab54458a9ffd8c0cf66435c486181914d8f1af8fbf1714,DFPBiaoKai-W5-ZhuIn-BFW#14432,safe
DFPYuanW5-ZhuIn-BFW,14436,ㄇㄨˋ,DFPBiaoKai-W5-ZhuIn-BFW,14435,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.087,8.0,5,目,DFPYuanW5-ZhuIn-BFW#14436,d3788002defcca2738261e374d7e1c5b45a52a09943c1873228792d5889e036c,DFPBiaoKai-W5-ZhuIn-BFW#14435,safe
DFPYuanW5-ZhuIn-BFW,14438,ㄈㄚ,DFPBiaoKai-W5-ZhuIn-BFW,14437,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.7714,8.0,10,發,DFPYuanW5-ZhuIn-BFW#14438,9a9db81c8778e845b909861cc5744b889a0b3ed52eddfa6fe23d9a82ce1b3ab3,DFPBiaoKai-W5-ZhuIn-BFW#14437,safe
DFPYuanW5-ZhuIn-BFW,14441,ㄈㄚˇ,DFPBiaoKai-W5-ZhuIn-BFW,14440,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.5998,8.0,7,法,DFPYuanW5-ZhuIn-BFW#14441,073c05d5a956aee2ce4e424061b85d275da80d0cf6104171794c5d3913771963,DFPBiaoKai-W5-ZhuIn-BFW#14440,safe
DFPYuanW5-ZhuIn-BFW,14444,ㄈㄟ,DFPBiaoKai-W5-ZhuIn-BFW,14443,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.636,8.0,3,飛,DFPYuanW5-ZhuIn-BFW#14444,ae9f7af09a4fa959d1fa22d609f05aa71245fc588a2bf06f9c042b77dcc4255d,DFPBiaoKai-W5-ZhuIn-BFW#14443,safe
DFPYuanW5-ZhuIn-BFW,14446,ㄈㄟˋ,DFPBiaoKai-W5-ZhuIn-BFW,14445,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.6489,8.0,1,沸,DFPYuanW5-ZhuIn-BFW#14446,88abb433a9fccf31375537056383a081fcc487e000304871b186fdccb4e00d0c,DFPBiaoKai-W5-ZhuIn-BFW#14445,safe
DFPYuanW5-ZhuIn-BFW,14452,ㄈㄢ,DFPBiaoKai-W5-ZhuIn-BFW,14451,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.1349,8.0,4,翻,DFPYuanW5-ZhuIn-BFW#14452,33cc764cc108d63f480b1629b4c4f48c7eb82a366df61d538807becf0b87355b,DFPBiaoKai-W5-ZhuIn-BFW#14451,safe
DFPYuanW5-ZhuIn-BFW,14454,ㄈㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,14453,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,3.9405,8.0,4,販、飯、範,DFPYuanW5-ZhuIn-BFW#14454,301ca0427bf37d08912bfad094f9a6db11af944c5ee574b1c31b5215e7649d7b,DFPBiaoKai-W5-ZhuIn-BFW#14453,safe
DFPYuanW5-ZhuIn-BFW,14455,ㄈㄢˇ,DFPBiaoKai-W5-ZhuIn-BFW,14454,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,4.0352,8.0,3,反、返,DFPYuanW5-ZhuIn-BFW#14455,77cdbd8b6e50ab3496b4fa81f0ae4e41b5f26c342d9743f854e422b086dc8bf9,DFPBiaoKai-W5-ZhuIn-BFW#14454,safe
DFPYuanW5-ZhuIn-BFW,14456,ㄈㄣ,DFPBiaoKai-W5-ZhuIn-BFW,14455,-1,跨字型輪廓驗證＋component_id 位移 -1; target glyf SHA-256 runtime gate,2.9847,8.0,29,分,DFPYuanW5-ZhuIn-BFW#14456,c9ba043f2e503940111d45fa1ae83ace27ac8b7c07dcccea06ccc7f4986b2af7,DFPBiaoKai-W5-ZhuIn-BFW#14455,safe
