glyph_sha256,bopomofo,source_font,source_gid,verification,notes
14e9e64a5585526424fdb6fd79f36e1b153f9d404feb5b39da0f62982e69b58e,ㄏㄠˋ,DFHeiPoIn1-Bd-BPMW-BF,14929,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #10; occurrences=1; runtime SHA-256 exact-only
be6c83ae5de197683e9bfc19d2dbf2be489adf8ec97c17529d88ddcbf0d8fc3a,ㄏㄨㄤˋ,DFHeiPoIn1-Bd-BPMW-BF,14978,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #11; occurrences=1; runtime SHA-256 exact-only
28c9b31f4c8020359df0d8e6ed4a1436902369989a7b38a6f4fe66789b943e82,ㄐㄧㄥˋ,DFHeiPoIn1-Bd-BPMW-BF,15013,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #12; occurrences=1; runtime SHA-256 exact-only
c4c1bf9b1584039c655eeab73098e1874c8a2056c9337ae78494604be7a82b51,ㄑㄧㄢˊ,DFHeiPoIn1-Bd-BPMW-BF,15051,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #13; occurrences=1; runtime SHA-256 exact-only
66279adcb38a05cf74821de52c7ac9d3647b4e42bad7d50cb5224aabba6e0255,ㄓㄚˊ,DFHeiPoIn1-Bd-BPMW-BF,15140,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #14; occurrences=1; runtime SHA-256 exact-only
39e42b28f08ca4d75fbebc615d8246aab0b195bf94ea2a339e2c453c3536aa71,ㄓㄨㄥˋ,DFHeiPoIn1-Bd-BPMW-BF,15196,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #15; occurrences=1; runtime SHA-256 exact-only
f895c30d518bbcb32e2addb851b1bc3cf8a79624cfb93b6445cb0393d6a34492,ㄓㄨㄛˊ,DFHeiPoIn2-Bd-BPMW-BF,15179,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #16; occurrences=1; runtime SHA-256 exact-only
f834c457d6002f9bd4c868efca2412e7a6d2a39758fefaadf2e03972d2a0e940,ㄊㄨˋ,DFPBiaoKai-W5-PoIn1-BFW,14583,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #17; occurrences=1; runtime SHA-256 exact-only
afd18c62fb56a46e532204f653e0d149856e1b841b07dc982de800b551d6a3f6,˙ㄌㄚ,DFPBiaoKai-W5-PoIn1-BFW,14672,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #18; occurrences=1; runtime SHA-256 exact-only
bdc1a1c7961aa1ab8fdfbcaeb4e0c6df4c822c0d8c8081abc7025d0b82016eb7,ㄗㄞˇ,DFPBiaoKai-W5-PoIn1-BFW,15328,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #19; occurrences=1; runtime SHA-256 exact-only
a25e1c0905c407b83f9a7781841cacbacdb1c2543ec6eeebb4efd9792d295944,˙ㄋㄚ,DFPBiaoKai-W5-PoIn2-BFW,14606,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #20; occurrences=1; runtime SHA-256 exact-only
76d8741cc9543a233e718d497d1032267b700ab16e765ad73055429ee4d2633c,ㄡˇ,DFPBiaoKai-W5-ZhuIn-BFW,14148,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #21; occurrences=1; runtime SHA-256 exact-only
0d7631bb3b00694bb707391afde5b2e6e9d2ed4ee41ef580f760eba0aa49447f,ㄣ,DFPBiaoKai-W5-ZhuIn-BFW,14153,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #22; occurrences=1; runtime SHA-256 exact-only
1587e8253b7417a82bf7d3f42b98b3abe5e892398c5c1611a8a1d2fa8ca91549,ㄦˇ,DFPBiaoKai-W5-ZhuIn-BFW,14164,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #23; occurrences=1; runtime SHA-256 exact-only
745057f5bc893ca88f617a5d49f45f6f849588cf32de732d79218fce4799672c,ㄅㄧㄥˇ,DFPBiaoKai-W5-ZhuIn-BFW,14307,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #24; occurrences=1; runtime SHA-256 exact-only
8072bccb121f8fc0cb7ccf0fe25c572d196461c7159ce00579f6aeeb4a0bc293,ㄆㄞˋ,DFPBiaoKai-W5-ZhuIn-BFW,14321,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #25; occurrences=1; runtime SHA-256 exact-only
d6a2e74ad7879d77eac62884af22d293e82e54d525a2a3ea753957589a49d194,ㄆㄧ,DFPBiaoKai-W5-ZhuIn-BFW,14350,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #26; occurrences=1; runtime SHA-256 exact-only
fb83f1ffb17c421a5f4b11cf43c07d44fe651f50a6476981839be0ece9cdc04f,ㄇㄢˊ,DFPBiaoKai-W5-ZhuIn-BFW,14400,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #27; occurrences=1; runtime SHA-256 exact-only
d65d2f7a9a6bacd1a9f22ec33b1820edd40bda18b8465402c8286c807369163c,ㄇㄥˋ,DFPBiaoKai-W5-ZhuIn-BFW,14412,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #28; occurrences=1; runtime SHA-256 exact-only
c9cd5d96df2240da40c778cdeeba76a042cb63cf0407cb995b32527cbc437f53,ㄋㄧㄥˊ,DFPBiaoKai-W5-ZhuIn-BFW,14655,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #29; occurrences=1; runtime SHA-256 exact-only
0bdecdf84ebc4c4114ce182625ed21b813c0f163415407f7d3a4ae21159485ed,ㄋㄨㄛˋ,DFPBiaoKai-W5-ZhuIn-BFW,14662,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #30; occurrences=1; runtime SHA-256 exact-only
13341de6c3d2a90f068229a6af4ac6570749585a0307fe7a7c70526ac9127afd,ㄌㄤˋ,DFPBiaoKai-W5-ZhuIn-BFW,14697,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #31; occurrences=1; runtime SHA-256 exact-only
ec7a1e8a04995935e352176ac341bcbf3d838902b0e01b2735b7e8df2be34f7c,ㄍㄨㄚˇ,DFPBiaoKai-W5-ZhuIn-BFW,14796,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #32; occurrences=1; runtime SHA-256 exact-only
5e46c2b0b48f24651369d52b389d7332d97c8ce87ef7c89679595fa8fcddf292,ㄎㄤˋ,DFPBiaoKai-W5-ZhuIn-BFW,14841,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #33; occurrences=1; runtime SHA-256 exact-only
18d98bda0b16801cafe64a6fdf637e8680be9cefc39b4574bd3ab154546a3a5a,ㄎㄨㄣ,DFPBiaoKai-W5-ZhuIn-BFW,14862,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #34; occurrences=1; runtime SHA-256 exact-only
21ccdcc029b8a2a91ef5fbf23285ba5f648eeebf6fa588a613d94f4090942274,ㄏㄠˊ,DFPBiaoKai-W5-ZhuIn-BFW,14885,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #35; occurrences=1; runtime SHA-256 exact-only
23e048123f60202da88913c409ff37bac3da21c12b94b61b7639444655f90cc6,ㄓㄨㄢ,DFPBiaoKai-W5-ZhuIn-BFW,15143,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #36; occurrences=1; runtime SHA-256 exact-only
3ebff712d24c2940ead42a04d6b5b770bd4987b7c789d45c4c4ed0ff242ef917,ㄔㄞ,DFPBiaoKai-W5-ZhuIn-BFW,15166,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #37; occurrences=1; runtime SHA-256 exact-only
b2fd192ad3b7e5b7289be204871779b097076721e2effe232f4c55133b077e91,ㄔㄡ,DFPBiaoKai-W5-ZhuIn-BFW,15173,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #38; occurrences=1; runtime SHA-256 exact-only
0195e79dbfd9358e8bd23309d4929ba09e370b618ba000aa1553cc74d4d2c237,ㄔㄨㄢˋ,DFPBiaoKai-W5-ZhuIn-BFW,15209,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #39; occurrences=1; runtime SHA-256 exact-only
9e239d4aa0ec31313f55bb212e13117020f0824cf60ce372d384a81b1d28accc,ㄔㄨㄣ,DFPBiaoKai-W5-ZhuIn-BFW,15211,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #40; occurrences=1; runtime SHA-256 exact-only
021bd501bdf7843df44801ac9cab3e62142dc0121882d5ba9531d043c9f740e3,ㄕㄠ,DFPBiaoKai-W5-ZhuIn-BFW,15239,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #41; occurrences=1; runtime SHA-256 exact-only
379d0fbd8e15e895bf3a1b04ff5725b7c928eae9ba8c1365e8274ad6007f5c3a,ㄕㄢ,DFPBiaoKai-W5-ZhuIn-BFW,15247,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #42; occurrences=1; runtime SHA-256 exact-only
e51db4b900344965a75993ae3db72a776516038d5144f6d73b5c816ce91f6f3c,ㄕㄨㄞˋ,DFPBiaoKai-W5-ZhuIn-BFW,15271,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #43; occurrences=1; runtime SHA-256 exact-only
f8eb95d5d10d75671d3b34f4e36338fd5e8a84f52ef3ec61a5abfbb7649b65a8,ㄘˇ,DFPBiaoKai-W5-ZhuIn-BFW,15372,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #44; occurrences=1; runtime SHA-256 exact-only
396ce843df773e80662477a7eeaa505338fd0e5ae09e31f3304909fcf58409b9,ㄘㄨㄣ,DFPBiaoKai-W5-ZhuIn-BFW,15412,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #45; occurrences=1; runtime SHA-256 exact-only
550db6ca0546f43d007b7a5db29984122575e8402e4975494fdf5b78fa102ea7,˙ㄧㄚ,DFPBiaoKai-W5-ZhuIn-BFW,15464,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #46; occurrences=1; runtime SHA-256 exact-only
f34171d9cf08eea2351966fa69e711c3398c370062ab85af6b3c9970a835fe8a,ㄆㄠˋ,DFPWaWa-W5-ZhuIn-BFW,14329,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #47; occurrences=1; runtime SHA-256 exact-only
a1640019c8caa3269821e288302a4e60358f0fc0210940d259745d248893ff18,ㄍㄨ,DFPWaWa-W5-ZhuIn-BFW,14790,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #48; occurrences=1; runtime SHA-256 exact-only
16ee71838e7a96ba0e7f10889e69913bb8751a50336785b8ab721cc67ad95332,ㄆㄧㄢˊ,DFPYuanW5-PoIn1-BFW,14362,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #49; occurrences=1; runtime SHA-256 exact-only
49debcab5f15cb5f619fa4fd08d1844d39174a51565f51dbddc3ce59c0f68a6a,˙ㄇㄣ,DFPYuanW5-PoIn1-BFW,14405,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #50; occurrences=1; runtime SHA-256 exact-only
cbc9a4c90d78bf942f4add680e1a7c1a8f52d96c829bc14eff21a88123d7ae34,ㄌㄩˋ,DFPYuanW5-PoIn1-BFW,14751,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #51; occurrences=1; runtime SHA-256 exact-only
70b4eed12ad8a0df2f0640e350b3787b7d64aee9dba8016910e013678ba9f2c4,ㄑㄧㄠˋ,DFPYuanW5-PoIn1-BFW,15003,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #52; occurrences=1; runtime SHA-256 exact-only
5aa458ddbf6d0ae0509f62633f571bca16d2fd3643299c1304f638bca086b863,˙ㄅㄛ,DFPYuanW5-PoIn1-BFW,15487,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #53; occurrences=1; runtime SHA-256 exact-only
97a849cb71b2841e5278ecbfa397e4aecb9da52649902816ce4f11a3e58be034,˙ㄒㄧㄥ,DFPYuanW5-PoIn1-BFW,15502,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #54; occurrences=1; runtime SHA-256 exact-only
b749df726a908cc9b3205fac80bb6ab3e0632414b63034cdbea9df715521f2b0,ㄜˇ,DFPYuanW5-ZhuIn-BFW,14135,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #55; occurrences=1; runtime SHA-256 exact-only
bd4beb3cdf4b9f4e989d554d5627c4e0d7ba310b7a0d9472da7704529e04d600,ㄆㄧㄢ,DFPYuanW5-ZhuIn-BFW,14361,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #56; occurrences=1; runtime SHA-256 exact-only
339103f8aecfbeb2fd51cfcbd1d1dfff1a3adc85e266b7921f143dda7f39ce1a,ㄌㄨㄢˋ,DFPYuanW5-ZhuIn-BFW,14741,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #57; occurrences=1; runtime SHA-256 exact-only
2941f1077c0f6517b0a64c1d3548a82f8ebebfbc7d21439993dd8f8a97e37c81,ㄍㄢˋ,DFPYuanW5-ZhuIn-BFW,14777,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #58; occurrences=1; runtime SHA-256 exact-only
a5de55b71e54c3eb7ad23ab473fa06d4f34db51db51abd433268495ca44d8f92,ㄍㄥ,DFPYuanW5-ZhuIn-BFW,14786,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #59; occurrences=1; runtime SHA-256 exact-only
98d1d13d44d59745d29f92d064a167d6558798877bc85d20acf29272e789d54d,ㄍㄨㄚ,DFPYuanW5-ZhuIn-BFW,14795,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #60; occurrences=1; runtime SHA-256 exact-only
530e94b9474ded3d60b72a632d55d0e2b5cc239166ada2011b67747a6fe59850,ㄑㄧㄢˋ,DFPYuanW5-ZhuIn-BFW,15010,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #61; occurrences=1; runtime SHA-256 exact-only
c4df9c7a20ef8efa3f74ac6e683671d47baf3d84f0c516a751a0b610752d0c6a,ㄓㄞˇ,DFPYuanW5-ZhuIn-BFW,15109,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #62; occurrences=1; runtime SHA-256 exact-only
d286d0d6afa89e2aa0728ea6c99c36c1d4668f005182d6a415161867055d4436,ㄔㄜˋ,DFPYuanW5-ZhuIn-BFW,15165,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #63; occurrences=1; runtime SHA-256 exact-only
5428db357123b909e1ecb35135655056cf27c90eb93cf763b69a43d08c250622,ㄖㄨˇ,DFPYuanW5-ZhuIn-BFW,15306,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #64; occurrences=1; runtime SHA-256 exact-only
7d08394a54c85fdf14e4f6fa1e0469e5758839c80444cc2618925ee09e17dab0,ㄘˇ,DFPYuanW5-ZhuIn-BFW,15373,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #65; occurrences=1; runtime SHA-256 exact-only
cc6c8312f8811c4c5b70a346d9e47dc31c5582d61d70b7c479bb604b6a410ff1,ㄘㄞ,DFPYuanW5-ZhuIn-BFW,15378,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #66; occurrences=1; runtime SHA-256 exact-only
21adcdd53d4d2426e21b0b7df0ff25d7dc07585898344b6ddeb18552481c31ac,ㄙ,DFPYuanW5-ZhuIn-BFW,15420,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #67; occurrences=1; runtime SHA-256 exact-only
dd6bbe64112fe47b8bc8094ac8938eba450a67f22164e8f83497c953caa92994,ㄏㄢˋ,DFYuanPoIn1-Bd-BPMW-BF,14937,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #68; occurrences=1; runtime SHA-256 exact-only
d3ffa9b8f5d05fc3818771b5d2ab63735324bfd165409b6c530d69a8362e50fb,ㄓㄤˇ,DFYuanPoIn1-Bd-BPMW-BF,15168,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #69; occurrences=1; runtime SHA-256 exact-only
86c447f33ab580220ec19fd2bd322a4e88fc44d8e5e94fcf39756bae2b130e62,˙ㄋㄜ,DFYuanPoIn1-Bd-BPMW-BF,15535,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #70; occurrences=1; runtime SHA-256 exact-only
63d8312696369038819f018328f6357764ce2a84130e2ba23183b613ea435469,ㄧˋ,DFYuanPoIn2-Bd-BPMW-BF,14210,v3.5 三上盲測剩餘TTF：只檢視 isolated TrueType 注音元件字形，直接人工讀取注音與聲調；中文字、頁面詞境與字典僅在完成標記後作獨立驗證，不作主要判定依據。,v3.5 remaining-TTF isolated glyph #71; occurrences=1; runtime SHA-256 exact-only
16020c115f5caf4f818010fbe2cda369e29540633763a7fd7c8bd6b703052b9f,ㄩㄝˋ,DFYuanChuIn-Bd-BPMW-BF,14285,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #1; occurrences=12; pages=58; runtime SHA-256 exact-only
c7f9559c2f46c295e5489fe6b5dc5d38a015aee64db0c778ad5f0b3b0593a4bc,ㄔㄢˇ,DFYuanChuIn-Bd-BPMW-BF,15223,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #2; occurrences=6; pages=58; runtime SHA-256 exact-only
8d512a765ad698aedd717b899d3fe432e017dbf7657d6ff14e7663e0667bcd2e,ㄕㄥˋ,DFYuanChuIn-Bd-BPMW-BF,15303,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #3; occurrences=6; pages=58; runtime SHA-256 exact-only
d0da52c1988dcd6a3465168d73a4e30d9f7719dc32eff58ff17926f4e36634e0,ㄨㄛˇ,DFYuanChuIn-Bd-BPMW-BF,14256,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #4; occurrences=2; pages=17,36; runtime SHA-256 exact-only"
