style_group,signature,bopomofo_symbol,contact_sheet_row,occurrence_count,verification,notes
YUAN_W7,907295308f811d8a80e41a54a8ddf3eaa7dba2e3,ㄠ,58,28,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 58; machine hint ㄠ/ㄍ only for audit, not used as truth"
YUAN_W7,4d840d18907048fadd197b3958d2df6059d75840,ㄡ,59,7,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 59; machine hint ㄡ/ㄨ only for audit, not used as truth"
YUAN_W7,f6129334139d7fcba1e386acf39a575bed470be2,ㄡ,60,33,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 60; machine hint ㄡ/ㄨ only for audit, not used as truth"
YUAN_W7,829e128990fabc7cb41a82bfccecbf6407ec46ca,ㄢ,61,65,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 61; machine hint ㄢ/ㄞ only for audit, not used as truth"
YUAN_W7,786e19937fd0ed6d54eceeba20f4f0d985f94c9a,ㄢ,62,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 62; machine hint ㄢ/ㄞ only for audit, not used as truth"
YUAN_W7,00054a2da1701df0f2595db17325a89d83080017,ㄢ,63,44,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 63; machine hint ㄢ/ㄞ only for audit, not used as truth"
YUAN_W7,bad1f8c0c4f02302fb27ae1d6026299c7dc8b076,ㄣ,64,26,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 64; machine hint ㄣ/ㄅ only for audit, not used as truth"
YUAN_W7,fed11a4ba3e01da10501d1aa83261fdf068ab227,ㄣ,65,35,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 65; machine hint ㄣ/ㄅ only for audit, not used as truth"
YUAN_W7,e75550d2bd523f3975af71e200d85c2af0df90c2,ㄤ,66,27,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 66; machine hint ㄤ/ㄜ only for audit, not used as truth"
YUAN_W7,09a56e1b0c7e7e6628d881aaa99a45e19cf3bae4,ㄤ,67,35,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 67; machine hint ㄤ/ㄜ only for audit, not used as truth"
YUAN_W7,20145ce63d43df20d3ebc8db222bbdb679c3f047,ㄦ,68,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 68; machine hint ㄤ/ㄠ only for audit, not used as truth"
YUAN_W7,b63e5dc395dc8f4dbee9871eb64be89b1fc15a38,ㄥ,69,39,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 69; machine hint ㄥ/ㄙ only for audit, not used as truth"
YUAN_W7,43c87427c689c642fb120b8a10d488716b928f20,ㄥ,70,74,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 70; machine hint ㄥ/ㄙ only for audit, not used as truth"
YUAN_W7,9c76695a10f99306adee1aec4b7f74b01389902c,ㄧ,71,308,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 71; machine hint ㄧ/ㄣ only for audit, not used as truth"
YUAN_W7,113aa23c39de9d62ab587d0be09f6acc885944a8,ㄨ,72,139,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 72; machine hint ㄨ/ㄡ only for audit, not used as truth"
YUAN_W7,51870f8a21240ef20abade8c1e754b276b9fac35,ㄨ,73,34,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 73; machine hint ㄨ/ㄡ only for audit, not used as truth"
YUAN_W7,d563d81a798bf68adba9fd8acfb2423e88b48d5a,ㄩ,74,38,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 74; machine hint ㄩ/ㄖ only for audit, not used as truth"
YUAN_W7,165249204211fff195b9ba2c5d6910617a9f9ebf,ㄩ,75,11,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"yuanw7 contact row 75; machine hint ㄩ/ㄖ only for audit, not used as truth"
HEI_W5,b0939726e62a1eae1e9a3d0bca7be3ba7f25122f,ㄅ,1,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 1; machine hint ㄅ/ㄣ only for audit, not used as truth"
HEI_W5,2ebac7da56cd928c5d2b8ee3f828e93e8e2d8b3d,ㄅ,2,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 2; machine hint ㄅ/ㄣ only for audit, not used as truth"
HEI_W5,dc9e1578b5170d2db9f285e7afa36b992bcb436c,ㄉ,3,6,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 3; machine hint ㄅ/ㄠ only for audit, not used as truth"
HEI_W5,18005bae9f9ebe8ecb9d3719bd7f0f63ad3b5541,ㄝ,4,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 4; machine hint ㄅ/ㄆ only for audit, not used as truth"
HEI_W5,400172f28f17b972b01e181c89dc358fac57e05b,ㄉ,5,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 5; machine hint ㄅ/ㄠ only for audit, not used as truth"
HEI_W5,1e0fbf780f0c719f4947bb590bde0337064f0a91,ㄇ,6,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 6; machine hint ㄇ/ㄩ only for audit, not used as truth"
HEI_W5,9f588fc932651b7feb293858c3cb06b2c2909848,ㄋ,7,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 7; machine hint ㄋ/ㄢ only for audit, not used as truth"
HEI_W5,94850e30644acbfae110d8fb3291647303090f3b,ㄟ,8,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 8; machine hint ㄋ/ㄢ only for audit, not used as truth"
HEI_W5,058286f35fe38a10766f4d63b845644673476354,ㄏ,9,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 9; machine hint ㄏ/ㄕ only for audit, not used as truth"
HEI_W5,fef839f9c4696e9336573090e75b9071a7483001,ㄏ,10,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 10; machine hint ㄏ/ㄕ only for audit, not used as truth"
HEI_W5,bb1e378ec37d07166ffea52b384e4f9df8cdcb07,ㄐ,11,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 11; machine hint ㄐ/ㄆ only for audit, not used as truth"
HEI_W5,385436ebeecb729f996de8d167869e42f62f20d8,ㄐ,12,7,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 12; machine hint ㄐ/ㄆ only for audit, not used as truth"
HEI_W5,90c664833839db3cabf0038195df94efd1d49562,ㄍ,13,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 13; machine hint ㄐ/ㄠ only for audit, not used as truth"
HEI_W5,f689d690ef6187aa2a87bf54cbd4cb4a84d2d84e,ㄍ,14,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 14; machine hint ㄐ/ㄠ only for audit, not used as truth"
HEI_W5,27cca86ed8c8e42c5656a0adc7dfdf741ff9ecf7,ㄑ,15,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 15; machine hint ㄑ/ㄔ only for audit, not used as truth"
HEI_W5,3d92b72020c0cd87455525f2305e3a9b28069a8e,ㄑ,16,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 16; machine hint ㄑ/ㄔ only for audit, not used as truth"
HEI_W5,774736f4b56b6c797e5fccaaae2af240e417b7a6,ㄖ,17,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 17; machine hint ㄓ/ㄇ only for audit, not used as truth"
HEI_W5,fb43622c0fbdaae1ab82ad6c5ea48598909e6d78,ㄌ,18,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 18; machine hint ㄓ/ㄠ only for audit, not used as truth"
HEI_W5,878304cc3f2a17217ce76f68e585e87e0f07d399,ㄌ,19,6,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 19; machine hint ㄓ/ㄠ only for audit, not used as truth"
HEI_W5,333068b013d4e461a12d3cb9d4b52e2580f6d328,ㄔ,20,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 20; machine hint ㄔ/ㄡ only for audit, not used as truth"
HEI_W5,eeaa3eef0783f6ddb1783fc034a44aeff86fa23b,ㄕ,21,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 21; machine hint ㄕ/ㄗ only for audit, not used as truth"
HEI_W5,74a064de01704ed82ab09c386b4f88cf725bd9b9,ㄕ,22,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 22; machine hint ㄕ/ㄗ only for audit, not used as truth"
HEI_W5,b8f588ee1930795f0fa3c0e4ff02e90ac17ef282,ㄗ,23,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 23; machine hint ㄗ/ㄕ only for audit, not used as truth"
HEI_W5,09a39cbc31c40658c30f0971ef5dee6b524e2ed5,ㄗ,24,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 24; machine hint ㄗ/ㄕ only for audit, not used as truth"
HEI_W5,8b65ed0b5776b79994ed4b8438e7f4a64067e50f,ㄒ,25,6,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 25; machine hint ㄗ/ㄋ only for audit, not used as truth"
HEI_W5,66c1c47555a2761cb40993abfd335278ffd0f6de,ㄚ,26,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 26; machine hint ㄗ/ㄢ only for audit, not used as truth"
HEI_W5,a370fcc9c52766e041aa3c9092124addf29202db,ㄚ,27,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 27; machine hint ㄗ/ㄢ only for audit, not used as truth"
HEI_W5,1b75486beb69c0edd44dc89b4a677723efa3d9bc,ㄥ,28,6,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 28; machine hint ㄙ/ㄠ only for audit, not used as truth"
HEI_W5,96e57308de140f4efb5707d20359a0c62c1481d2,ㄥ,29,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 29; machine hint ㄙ/ㄠ only for audit, not used as truth"
HEI_W5,a2f79f68e063e3f215a6f6d7308cb08aa22b292f,ㄠ,30,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 30; machine hint ㄠ/ㄓ only for audit, not used as truth"
HEI_W5,14faa432a1a0e2a2f84acfe38668d95d3e8b670e,ㄠ,31,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 31; machine hint ㄠ/ㄓ only for audit, not used as truth"
HEI_W5,709501fef1c999cc14abf161a69d98dfafcb7557,ㄊ,32,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 32; machine hint ㄠ/ㄙ only for audit, not used as truth"
HEI_W5,605ca87ca4cad4ab2f432a6ad5f88ea5604ca019,ㄊ,33,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 33; machine hint ㄠ/ㄙ only for audit, not used as truth"
HEI_W5,2a4ed317911644b941e298e2f9cb52801946bada,ㄤ,34,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 34; machine hint ㄠ/ㄓ only for audit, not used as truth"
HEI_W5,a8b3bedaf1f964a5122d2bdeea5c59dc62217ab0,ㄤ,35,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 35; machine hint ㄠ/ㄓ only for audit, not used as truth"
HEI_W5,7fc749b3a0e440ed837451a89f321d137f3a2516,ㄜ,36,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 36; machine hint ㄠ/ㄓ only for audit, not used as truth"
HEI_W5,d9e6eb1d13405a0fe20ae7160edde83d221796a3,ㄢ,37,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 37; machine hint ㄢ/ㄋ only for audit, not used as truth"
HEI_W5,52fb6443a606bae6a8c59f6e982ebaeb1dfb3c72,ㄢ,38,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 38; machine hint ㄢ/ㄋ only for audit, not used as truth"
HEI_W5,f65b403fc32887afe2ab9ce7e6f90536ad8177fb,ㄘ,39,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 39; machine hint ㄢ/ㄅ only for audit, not used as truth"
HEI_W5,1996a06dc3c8937e2252fe29935044773ea7e1a8,ㄞ,40,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 40; machine hint ㄢ/ㄓ only for audit, not used as truth"
HEI_W5,6377eecade5d9ec3a6b3fb87314117a45f685864,ㄛ,41,4,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 41; machine hint ㄢ/ㄋ only for audit, not used as truth"
HEI_W5,a500c4e54bd281b006b31e890e17f6e223ff93aa,ㄛ,42,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 42; machine hint ㄢ/ㄋ only for audit, not used as truth"
HEI_W5,71a2441438529761b150591dfbf1901802963035,ㄣ,43,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 43; machine hint ㄣ/ㄅ only for audit, not used as truth"
HEI_W5,56c6edce19cbaf3ed8961e6cfaf38457c06cb2e8,ㄧ,44,32,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 44; machine hint ㄧ/ㄣ only for audit, not used as truth"
HEI_W5,196b7a40380c8962200265b091a8d98f4f67346e,ㄨ,45,11,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 45; machine hint ㄨ/ㄆ only for audit, not used as truth"
HEI_W5,23763d31cdfde5e48e74fddcc750186b64f6d630,ㄨ,46,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 46; machine hint ㄨ/ㄆ only for audit, not used as truth"
HEI_W5,4ff8787676c55995b1887212f3b53aa9991f6b18,ㄡ,47,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 47; machine hint ㄨ/ㄆ only for audit, not used as truth"
HEI_W5,3123f2a3115531f99e373cd1616a14513662ade6,ㄡ,48,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 48; machine hint ㄨ/ㄆ only for audit, not used as truth"
HEI_W5,66b3c121b6905e33e7b5cf3921fd02e94082ac42,ㄩ,49,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 49; machine hint ㄩ/ㄇ only for audit, not used as truth"
HEI_W5,182c4c05a62c71c86f0a7c6eee03083e850127d2,ㄩ,50,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw5 contact row 50; machine hint ㄩ/ㄇ only for audit, not used as truth"
HEI_W7,7a0db9b8b72e08d5c0f71b86a6ce21ea3e16afa0,ㄆ,1,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 1; machine hint ㄆ/ㄓ only for audit, not used as truth"
HEI_W7,72dbd133f28ef1c1b2f03b2a8d59107ce54bafcf,ㄆ,2,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 2; machine hint ㄆ/ㄓ only for audit, not used as truth"
HEI_W7,57943497d428c9356a054fbae3fedd6c1ec78276,ㄠ,3,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 3; machine hint ㄆ/ㄓ only for audit, not used as truth"
HEI_W7,b731325353514479f4ffbebc2ca88cb0efb589e3,ㄠ,4,6,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 4; machine hint ㄆ/ㄓ only for audit, not used as truth"
HEI_W7,dd688a5d92d9d7ce412e45627f9760af58909dd4,ㄦ,5,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 5; machine hint ㄆ/ㄐ only for audit, not used as truth"
HEI_W7,8f1e3ee7eb09ab5374ed7bcb34b4ae45dfae7cc6,ㄇ,6,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 6; machine hint ㄇ/ㄖ only for audit, not used as truth"
HEI_W7,797ba0d2f58381ea382e88d66b7e725fdfada839,ㄇ,7,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 7; machine hint ㄇ/ㄖ only for audit, not used as truth"
HEI_W7,15f64e34cd37a4077c5911f552ab9bb5be3da885,ㄈ,8,8,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 8; machine hint ㄈ/ㄖ only for audit, not used as truth"
HEI_W7,56520ae2ed724a00cf4fba0c4020ee5b3ebc8589,ㄉ,9,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 9; machine hint ㄉ/ㄌ only for audit, not used as truth"
HEI_W7,87bc1fbc0dafdd85ea60fdf6245e2cfddb949d83,ㄉ,10,7,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 10; machine hint ㄉ/ㄌ only for audit, not used as truth"
HEI_W7,71a23568506205cc7575f79466e316e62eca9a38,ㄅ,11,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 11; machine hint ㄉ/ㄌ only for audit, not used as truth"
HEI_W7,ca76ef71bcd5dffbd1dde7df1e8580f8b42bbe51,ㄅ,12,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 12; machine hint ㄉ/ㄌ only for audit, not used as truth"
HEI_W7,727be52f6e8135f21d5eed7bffeeef154845dfaf,ㄝ,13,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 13; machine hint ㄉ/ㄌ only for audit, not used as truth"
HEI_W7,baaa689897112b46f03c5e36dc363702c82b5468,ㄝ,14,4,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 14; machine hint ㄉ/ㄌ only for audit, not used as truth"
HEI_W7,4582da478408a08bd535fd8ae1196332851483e1,ㄌ,15,7,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 15; machine hint ㄌ/ㄉ only for audit, not used as truth"
HEI_W7,1b4d6fb914a6cef7d34dca857c0cd969c27a182c,ㄌ,16,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 16; machine hint ㄌ/ㄉ only for audit, not used as truth"
HEI_W7,ca40e919e25c9c700b13c660a915eda20e123029,ㄊ,17,6,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 17; machine hint ㄌ/ㄓ only for audit, not used as truth"
HEI_W7,cc490a28b7205e2cc45173f5388c865f1e5cc111,ㄊ,18,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 18; machine hint ㄌ/ㄓ only for audit, not used as truth"
HEI_W7,5d63e958a88caa5032118dcd959b2ea75bc1a84c,ㄞ,19,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 19; machine hint ㄌ/ㄢ only for audit, not used as truth"
HEI_W7,5bd71c424ab6c5e27b622c2574cfcf504a7f4922,ㄞ,20,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 20; machine hint ㄌ/ㄢ only for audit, not used as truth"
HEI_W7,74af65ce7cd2200b7dc4d8bd5892056799a8167c,ㄋ,21,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 21; machine hint ㄌ/ㄢ only for audit, not used as truth"
HEI_W7,147c9a456baace4cfdcade77eef104aa30c32179,ㄋ,22,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 22; machine hint ㄌ/ㄢ only for audit, not used as truth"
HEI_W7,f701b21f7eec7e3e4e35e9ece12d0e757e8481b4,ㄏ,23,4,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 23; machine hint ㄏ/ㄕ only for audit, not used as truth"
HEI_W7,df7cac059a15d56906e94b6a2dfdfbbe85652f76,ㄏ,24,6,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 24; machine hint ㄏ/ㄕ only for audit, not used as truth"
HEI_W7,f4b83e3680e1e0ee374a545956771cfb3966d7ab,ㄐ,25,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 25; machine hint ㄐ/ㄢ only for audit, not used as truth"
HEI_W7,486de2eb5529fcc4d5f11b6be4aec155c8ee7124,ㄐ,26,4,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 26; machine hint ㄐ/ㄢ only for audit, not used as truth"
HEI_W7,e3f4c7fd5b62c5bba0312da794fcde8384647871,ㄍ,27,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 27; machine hint ㄐ/ㄆ only for audit, not used as truth"
HEI_W7,b079a379ab3a2661d59c818f88acb9f28f7990b8,ㄍ,28,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 28; machine hint ㄐ/ㄆ only for audit, not used as truth"
HEI_W7,a1f1af8e928bc22c42814f5e447fdc61236e99ab,ㄑ,29,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 29; machine hint ㄑ/ㄔ only for audit, not used as truth"
HEI_W7,bc34dbace19a25202c854cd746a01c389d6dd824,ㄑ,30,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 30; machine hint ㄑ/ㄔ only for audit, not used as truth"
HEI_W7,1b1baf2c7be11a439fafb4ec9fc856e1fdbc9df8,ㄒ,31,16,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 31; machine hint ㄒ/ㄚ only for audit, not used as truth"
HEI_W7,6e8395fd7e4c307a3107f6664adf0241ce021db7,ㄓ,32,4,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 32; machine hint ㄓ/ㄌ only for audit, not used as truth"
HEI_W7,4312db8eb461665ea0207d69accf2938710e2a23,ㄓ,33,9,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 33; machine hint ㄓ/ㄌ only for audit, not used as truth"
HEI_W7,d74af7fafbd4e9c813e4432b7011eb52532c9407,ㄤ,34,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 34; machine hint ㄓ/ㄌ only for audit, not used as truth"
HEI_W7,23bf50b9bc4a51e8c63afc3c9f144bd6041a9dcd,ㄤ,35,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 35; machine hint ㄓ/ㄌ only for audit, not used as truth"
HEI_W7,cf5659befe5edfbad33d3205a307c57bc1f14e0c,ㄔ,36,8,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 36; machine hint ㄔ/ㄌ only for audit, not used as truth"
HEI_W7,54ff72ed50a557bd7bd1859097b216427588f5d3,ㄔ,37,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 37; machine hint ㄔ/ㄌ only for audit, not used as truth"
HEI_W7,305f67255f5a3298432ca9e7cce3253f15cb8f2d,ㄕ,38,16,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 38; machine hint ㄕ/ㄏ only for audit, not used as truth"
HEI_W7,cb0fbc8c5de266a2d8ff73c6f78a0dedad05520f,ㄗ,39,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 39; machine hint ㄕ/ㄢ only for audit, not used as truth"
HEI_W7,c13eb5f0be251844d3c76de428fec5b1f384ddea,ㄗ,40,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 40; machine hint ㄕ/ㄢ only for audit, not used as truth"
HEI_W7,f7a118a1c168a1c3339f0d1630c8f0ce595ef64d,ㄗ,41,4,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 41; machine hint ㄕ/ㄢ only for audit, not used as truth"
HEI_W7,f85577c4c8ce508b177d72bc46add407ffc51f42,ㄖ,42,3,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 42; machine hint ㄖ/ㄓ only for audit, not used as truth"
HEI_W7,fc3e071a7fa93741f2de56422ce5f64cae14d9e4,ㄙ,43,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 43; machine hint ㄙ/ㄓ only for audit, not used as truth"
HEI_W7,01c1bb09f13cbae108c9ecca5fbb5db299c0c7c6,ㄙ,44,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 44; machine hint ㄙ/ㄓ only for audit, not used as truth"
HEI_W7,fe93946c77d96ef97a27a6b60d4c9af43f1b66ce,ㄥ,45,5,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 45; machine hint ㄙ/ㄛ only for audit, not used as truth"
HEI_W7,6334dbfd3f8a4293ddfa487ba59a4761f52f033a,ㄥ,46,15,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 46; machine hint ㄙ/ㄛ only for audit, not used as truth"
HEI_W7,bdfabd40b30a68a8f2848ad8a4039749725e2157,ㄚ,47,1,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 47; machine hint ㄚ/ㄒ only for audit, not used as truth"
HEI_W7,3b42a1c919ed9df6fbbaeb0edd371f65d6d986a0,ㄚ,48,11,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 48; machine hint ㄚ/ㄒ only for audit, not used as truth"
HEI_W7,a9d035493da262fe049935ca199aa647f9208641,ㄛ,49,7,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 49; machine hint ㄛ/ㄖ only for audit, not used as truth"
HEI_W7,e4c37f1b303b085885444d831cf141eab0626719,ㄛ,50,2,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 50; machine hint ㄛ/ㄖ only for audit, not used as truth"
HEI_W7,33f542d7bd1e1b937d5fb6dfe0795b64e5745677,ㄜ,51,10,直接檢視 CFF 注音符號字形，對照 Unicode 注音符號參考表,"heiw7 contact row 51; machine hint ㄛ/ㄌ only for audit, not used as truth"
