outline_signature,bopomofo,source_count,source_examples,verification,notes
9ebad2fba2d0fe440c99c9568b0999a0a70dc5f5,ㄈㄣˋ,2,DFHeiPoIn1-Bd-BPMW-BF@xref1331#14500; DFHeiPoIn1-Bd-BPMW-BF@xref5623#14500,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
4ab4fbbf4343e26adac030e20faa4883fedabece,ㄈㄤ,11,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14459; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14459,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
df7d2021c92cc1903244c480c51df546064a8dbd,ㄈㄤ,8,DFPYuanW5-ZhuIn-BFW@xref1422#14460; DFPYuanW5-ZhuIn-BFW@xref2450#14460; DFPYuanW5-ZhuIn-BFW@xref2835#14460; DFPYuanW5-ZhuIn-BFW@xref3391#14460; DFPYuanW5-ZhuIn-BFW@xref3546#14460; DFPYuanW5-ZhuIn-BFW@xref372#14460; DFPYuanW5-ZhuIn-BFW@xref4603#14460; DFPYuanW5-ZhuIn-BFW@xref5574#14460,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
3d0f16a0bdbc477ee8c18b41f0b4ce09683ecfc7,ㄈㄤˇ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14462,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
f5921c2fd12ebee17b45d5a1b6919c232bcc497e,ㄈㄤˇ,1,DFPYuanW5-ZhuIn-BFW@xref2450#14463,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
5e03405ea7fe97d1207f053149df8dc83199c5bc,ㄈㄤˊ,3,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14460; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14460; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14460,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
fdc9568c1328b75b772dc60b0c4b61496669c7cc,ㄈㄤˊ,5,DFPYuanW5-ZhuIn-BFW@xref1349#14461; DFPYuanW5-ZhuIn-BFW@xref1422#14461; DFPYuanW5-ZhuIn-BFW@xref1770#14461; DFPYuanW5-ZhuIn-BFW@xref1929#14461; DFPYuanW5-ZhuIn-BFW@xref4603#14461,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
10932184f160d2b1e3c1794f639973bf8dad6b09,ㄈㄤˋ,1,DFPYuanW5-ZhuIn-BFW@xref1770#14462,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
638cb7dc9e89bf01e6c63f9575c8dca494f4c28e,ㄈㄤˋ,5,DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14461; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#14461; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14461; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14461; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14461,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
c2e77dbb25edc92ec5c85b1dc03748b67c96b5a1,ㄈㄥ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14463,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
e824bbeb07cb180a7fd9b115dfe2c083eabe8abf,ㄈㄨ,1,DFPYuanW5-ZhuIn-BFW@xref1770#14469,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
992e17c238c18d591db50c4ce8d6168e57ea13f3,ㄈㄨˇ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref308#14471,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
edc2c56fa748e8d91b6b5f0d7000ff43707391e9,ㄈㄨˇ,1,DFPYuanW5-ZhuIn-BFW@xref1770#14472,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
84d74e573565d954bd08c928a373150d524700e7,ㄈㄨˊ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14469; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14469; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14469; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14469,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
dca2f21ef940b1dfe809e87899620fcaa84fd202,ㄈㄨˊ,3,DFPYuanW5-ZhuIn-BFW@xref1422#14470; DFPYuanW5-ZhuIn-BFW@xref2835#14470; DFPYuanW5-ZhuIn-BFW@xref372#14470,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
09e76b47450009b5c60e76604e67d4590f4160c0,ㄈㄨˋ,7,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14470; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14470; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14470; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14470; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14470; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14470; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14470,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
bb815bc6e7beca5bb62b901af1643ae87ca83457,ㄈㄨˋ,6,DFPYuanW5-ZhuIn-BFW@xref1349#14471; DFPYuanW5-ZhuIn-BFW@xref1770#14471; DFPYuanW5-ZhuIn-BFW@xref2450#14471; DFPYuanW5-ZhuIn-BFW@xref2835#14471; DFPYuanW5-ZhuIn-BFW@xref4603#14471; DFPYuanW5-ZhuIn-BFW@xref5574#14471,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
696ebbb96ce1f1a9495ccc39378feea97f1c04b7,ㄉㄚ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14473,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
21b6c27df6401594bd86dcbe5f2f8860b5a059b1,ㄉㄚˇ,2,DFPYuanW5-ZhuIn-BFW@xref2450#14478; DFPYuanW5-ZhuIn-BFW@xref2835#14478,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
ec70b294fba4bd312588c91c71825c5d23572c2a,ㄉㄚˇ,10,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14477; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14477,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
6fc3d3e5d59d16409a3b8e36fbe9e4e0f853ef6d,ㄉㄚˊ,3,DFPYuanW5-ZhuIn-BFW@xref3391#14476; DFPYuanW5-ZhuIn-BFW@xref372#14476; DFPYuanW5-ZhuIn-BFW@xref4603#14476,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
affdbbaf05d653c74b449039c0f1185409625c8f,ㄉㄚˊ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#14475; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14475; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14475; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14475,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
681f5f47e90564307d77b399b958d409ecf9f5a9,ㄉㄚˋ,4,DFPYuanW5-ZhuIn-BFW@xref1770#14477; DFPYuanW5-ZhuIn-BFW@xref2450#14477; DFPYuanW5-ZhuIn-BFW@xref3391#14477; DFPYuanW5-ZhuIn-BFW@xref3546#14477,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
cc5747cd650b26e2360092526dc000f9080b1fad,ㄉㄚˋ,9,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref2038#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14476; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14476,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
0e87d47e14f8123cae478b1ef22d989b59bb6e3b,ㄉㄜˊ,5,DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14480; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#14480; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14480; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14480; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14480,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
3882cb71bc7056d3d846956d4de0a61525708308,ㄉㄜˊ,3,DFPYuanW5-ZhuIn-BFW@xref3391#14481; DFPYuanW5-ZhuIn-BFW@xref3546#14481; DFPYuanW5-ZhuIn-BFW@xref5574#14481,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
24a14ee7213e67e2b780649a1ad2c08c54283bee,ㄉㄞˋ,5,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14482; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14482; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14482; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14482; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14482,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
a8e60478bc8e4490746c78edf9a5c5f5964eefc8,ㄉㄞˋ,6,DFPYuanW5-ZhuIn-BFW@xref1349#14483; DFPYuanW5-ZhuIn-BFW@xref1770#14483; DFPYuanW5-ZhuIn-BFW@xref3391#14483; DFPYuanW5-ZhuIn-BFW@xref3546#14483; DFPYuanW5-ZhuIn-BFW@xref4603#14483; DFPYuanW5-ZhuIn-BFW@xref952#14483,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
a200132ab7e8644ef157d7da163acf57e974df9a,ㄉㄠ,1,DFPYuanW5-ZhuIn-BFW@xref5574#14486,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
330e7f2135f10d2f3eb1c8dc3641d2f4f72d4e3d,ㄉㄠˇ,6,DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14487; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14487; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14487; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#14487; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14487; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14487,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
fcc7fcf2f43b5441189165c2ce0843c921d1a131,ㄉㄠˇ,1,DFPYuanW5-ZhuIn-BFW@xref1349#14488,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
2aba173bdab7096de2cfe2ea2f217e6c30308f41,ㄉㄠˋ,11,DFPYuanW5-PoIn1-BFW@xref2452#14487; DFPYuanW5-ZhuIn-BFW@xref1349#14487; DFPYuanW5-ZhuIn-BFW@xref1422#14487; DFPYuanW5-ZhuIn-BFW@xref1770#14487; DFPYuanW5-ZhuIn-BFW@xref2450#14487; DFPYuanW5-ZhuIn-BFW@xref2835#14487; DFPYuanW5-ZhuIn-BFW@xref3391#14487; DFPYuanW5-ZhuIn-BFW@xref3546#14487; DFPYuanW5-ZhuIn-BFW@xref4603#14487; DFPYuanW5-ZhuIn-BFW@xref5574#14487; DFPYuanW5-ZhuIn-BFW@xref952#14487,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
43005f11d6e9796ec7d37a540415723dfab21c01,ㄉㄠˋ,12,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref2038#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14486; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14486,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
f544654873b507a66ea0fcf930f77d9d3e20f59a,ㄉㄠˋ,1,DFHeiPoIn1-Bd-BPMW-BF@xref14#14529,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
35cfc336ee7e94f044067e4ebe8df0885c8af448,ㄉㄡ,7,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14488; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14488; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#14488; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14488; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#14488; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14488; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14488,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
8c5e947d8b1710517b0391b8fc35a838ed0ff145,ㄉㄡ,1,DFPYuanW5-ZhuIn-BFW@xref372#14489,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
1c6843e3acd135c9540539ad3ca62df3e369a362,ㄉㄡˋ,3,DFPYuanW5-ZhuIn-BFW@xref113#14490; DFPYuanW5-ZhuIn-BFW@xref1770#14490; DFPYuanW5-ZhuIn-BFW@xref2040#14490,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
b0360770f1ee4814d50d0fa11eaec3f344075bc3,ㄉㄡˋ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14489; DFPBiaoKai-W5-ZhuIn-BFW@xref2038#14489; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14489; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14489,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
4a5d823183408a87e4e8a3732d0795d1a61c27ce,ㄉㄢ,5,DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14491; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#14491; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14491; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14491; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#14491,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
ee7076e0b1c70ab39284b113795e3359701b9cfe,ㄉㄢ,3,DFPYuanW5-ZhuIn-BFW@xref2450#14492; DFPYuanW5-ZhuIn-BFW@xref4603#14492; DFPYuanW5-ZhuIn-BFW@xref5159#14492,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
0dcb043183c0a0d9153e336283a3d6d27c5bfa53,ㄉㄢˋ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14492; DFPBiaoKai-W5-ZhuIn-BFW@xref2038#14492; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14492; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#14492,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
fefcf1833b9582e4e54028c444c959af6c0576c0,ㄉㄢˋ,6,DFPYuanW5-ZhuIn-BFW@xref1349#14493; DFPYuanW5-ZhuIn-BFW@xref1770#14493; DFPYuanW5-ZhuIn-BFW@xref1929#14493; DFPYuanW5-ZhuIn-BFW@xref2040#14493; DFPYuanW5-ZhuIn-BFW@xref2450#14493; DFPYuanW5-ZhuIn-BFW@xref3546#14493,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
14bcdd91bc6d895bc75b69f5e75a1ed15a1e9c4b,ㄉㄤ,2,DFPYuanW5-ZhuIn-BFW@xref1770#14495; DFPYuanW5-ZhuIn-BFW@xref952#14495,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
c59e2f6b23284144563d214ea614ecdaa153704c,ㄉㄤ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14494; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14494; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14494; DFPBiaoKai-W5-ZhuIn-BFW@xref846#14494,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
d4e3567f389da0b705bbcb0b198f8028128d5397,ㄉㄤˇ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref4404#14496,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
0b4fd768f0aa9747e13efc063a9fc05b5ac7bdc1,ㄉㄤˋ,1,DFHeiPoIn1-Bd-BPMW-BF@xref14#14538,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
5918669c4d101f81b21128b12666d1d124cced3b,ㄉㄤˋ,1,DFPBiaoKai-W5-PoIn1-BFW@xref839#14495,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
811ea8e6efa3b8de2a6a53af4f6d8ea7025107ab,ㄉㄤˋ,1,DFPYuanW5-PoIn1-BFW@xref3020#14496,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
8613dc384a84694e2bbf109c58acfab7e7b86428,ㄉㄥˇ,2,DFPYuanW5-ZhuIn-BFW@xref1770#14500; DFPYuanW5-ZhuIn-BFW@xref4603#14500,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
dfb9464dcb56f6ee9d6907504d9addc2ea24f30c,ㄉㄥˇ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#14499; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#14499; DFPBiaoKai-W5-ZhuIn-BFW@xref308#14499; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#14499,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
86ab4030f346205bff6e1199b59133ee785cde65,ㄉㄥˋ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref2206#14498,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
