font,zhuyin_component_id,bopomofo,verification,notes
DFPBiaoKai-W5-ZhuIn-BFW,14777,ㄍㄢˇ,Rendered component glyph + textbook character cross-check (v0.8),感趕
DFPBiaoKai-W5-ZhuIn-BFW,14470,ㄈㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),父腹附負複赴
DFPBiaoKai-W5-ZhuIn-BFW,15023,ㄑㄩ,Rendered component glyph + textbook character cross-check (v0.8),軀區
DFPBiaoKai-W5-ZhuIn-BFW,14648,ㄋㄧㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),年
YenRoundZuinnEG-Md,14884,ㄐㄧㄢ,Rendered component glyph + textbook character cross-check (v0.8),間
DFPBiaoKai-W5-ZhuIn-BFW,14800,ㄍㄨㄛˇ,Rendered component glyph + textbook character cross-check (v0.8),果
YenRoundZuinnEG-Bd,14949,ㄑㄧˋ,Rendered component glyph + textbook character cross-check (v0.8),氣器
DFPBiaoKai-W5-ZhuIn-BFW,14683,ㄌㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),類
DFPBiaoKai-W5-ZhuIn-BFW,14926,ㄏㄨㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),環
YenRoundZuinnEG-Bd,14178,ㄅㄤˋ,Rendered component glyph + textbook character cross-check (v0.8),棒
YenRoundZuinnEG-Md,15531,ㄩㄣˋ,Rendered component glyph + textbook character cross-check (v0.8),運
YenRoundZuinnEG-Md,14844,ㄏㄨㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),會
YenRoundZuinnEG-Md,14428,ㄉㄨㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),隊對
YenRoundZuinnEG-Md,15504,ㄨㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),完玩
YenRoundZuinnEG-Md,14477,ㄊㄧㄠˋ,Rendered component glyph + textbook character cross-check (v0.8),跳
YenRoundZuinnEG-Bd,14420,ㄉㄧˋ,Rendered component glyph + textbook character cross-check (v0.8),第地
YenRoundZuinnEG-Bd,14193,ㄅㄧㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),變便
YenRoundZuinnEG-Bd,14378,ㄉㄚˋ,Rendered component glyph + textbook character cross-check (v0.8),大
YenRoundZuinnEG-Bd,15256,ㄗ,Rendered component glyph + textbook character cross-check (v0.8),資孳
DFPBiaoKai-W5-ZhuIn-BFW,14854,ㄎㄨㄞˋ,Rendered component glyph + textbook character cross-check (v0.8),快
DFPBiaoKai-W5-ZhuIn-BFW,15019,ㄑㄧㄥ,Rendered component glyph + textbook character cross-check (v0.8),輕清傾
DFPBiaoKai-W5-ZhuIn-BFW,15242,ㄕㄠˇ,Rendered component glyph + textbook character cross-check (v0.8),少
DFPBiaoKai-W5-ZhuIn-BFW,14808,ㄍㄨㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),慣罐
DFPBiaoKai-W5-ZhuIn-BFW,15350,ㄗㄨˊ,Rendered component glyph + textbook character cross-check (v0.8),足族
YenRoundZuinnEG-Md,14411,ㄉㄧㄢˇ,Rendered component glyph + textbook character cross-check (v0.8),點
DFPBiaoKai-W5-ZhuIn-BFW,15332,ㄗㄠˋ,Rendered component glyph + textbook character cross-check (v0.8),造
DFPBiaoKai-W5-ZhuIn-BFW,15194,ㄔㄨˊ,Rendered component glyph + textbook character cross-check (v0.8),廚除
DFPBiaoKai-W5-ZhuIn-BFW,15016,ㄑㄧㄤˊ,Rendered component glyph + textbook character cross-check (v0.8),強牆
YenRoundZuinnEG-Md,15250,ㄖㄨㄥˊ,Rendered component glyph + textbook character cross-check (v0.8),容榮
YenRoundZuinnEG-Md,14947,ㄑㄧˊ,Rendered component glyph + textbook character cross-check (v0.8),期其臍
YenRoundZuinnEG-Md,14799,ㄏㄜˊ,Rendered component glyph + textbook character cross-check (v0.8),合何盒
YenRoundZuinnEG-Md,15485,ㄧˇ,Rendered component glyph + textbook character cross-check (v0.8),以已
YenRoundZuinnEG-Md,15191,ㄕㄥˊ,Rendered component glyph + textbook character cross-check (v0.8),繩
YenRoundZuinnEG-Bd,15519,ㄨˇ,Rendered component glyph + textbook character cross-check (v0.8),舞五午伍
YenRoundZuinnEG-Bd,15203,ㄕㄨㄟˇ,Rendered component glyph + textbook character cross-check (v0.8),水
DFPBiaoKai-W5-ZhuIn-BFW,14540,ㄊㄜˋ,Rendered component glyph + textbook character cross-check (v0.8),特
DFPBiaoKai-W5-ZhuIn-BFW,14767,ㄍㄞˇ,Rendered component glyph + textbook character cross-check (v0.8),改
DFPBiaoKai-W5-ZhuIn-BFW,15093,ㄓˊ,Rendered component glyph + textbook character cross-check (v0.8),直值擲
DFPBiaoKai-W5-ZhuIn-BFW,15104,ㄓㄜˇ,Rendered component glyph + textbook character cross-check (v0.8),者
DFPBiaoKai-W5-ZhuIn-BFW,14550,ㄊㄡˊ,Rendered component glyph + textbook character cross-check (v0.8),頭
DFPBiaoKai-W5-ZhuIn-BFW,14513,ㄉㄧㄢˇ,Rendered component glyph + textbook character cross-check (v0.8),點典
DFPBiaoKai-W5-ZhuIn-BFW,15154,ㄓㄨㄥˇ,Rendered component glyph + textbook character cross-check (v0.8),種
DFPBiaoKai-W5-ZhuIn-BFW,15050,ㄒㄧㄠ,Rendered component glyph + textbook character cross-check (v0.8),消
DFPBiaoKai-W5-ZhuIn-BFW,14562,ㄊㄧ,Rendered component glyph + textbook character cross-check (v0.8),梯踢
DFPBiaoKai-W5-ZhuIn-BFW,14419,ㄇㄧㄝˋ,Rendered component glyph + textbook character cross-check (v0.8),滅
DFPBiaoKai-W5-ZhuIn-BFW,14297,ㄅㄧㄠ,Rendered component glyph + textbook character cross-check (v0.8),標
DFPBiaoKai-W5-ZhuIn-BFW,14956,ㄐㄧㄠˇ,Rendered component glyph + textbook character cross-check (v0.8),角腳
DFPBiaoKai-W5-ZhuIn-BFW,15259,ㄕㄥˊ,Rendered component glyph + textbook character cross-check (v0.8),繩
YenRoundZuinnEG-Md,14866,ㄐㄧㄚ,Rendered component glyph + textbook character cross-check (v0.8),加家
YenRoundZuinnEG-Md,14592,ㄌㄞˊ,Rendered component glyph + textbook character cross-check (v0.8),來
YenRoundZuinnEG-Bd,15116,ㄔㄤˊ,Rendered component glyph + textbook character cross-check (v0.8),腸長
YenRoundZuinnEG-Bd,14371,ㄈㄨˊ,Rendered component glyph + textbook character cross-check (v0.8),服浮福
YenRoundZuinnEG-Bd,14746,ㄎㄜˇ,Rendered component glyph + textbook character cross-check (v0.8),可
YenRoundZuinnEG-Bd,14932,ㄑㄧㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),前潛
YenRoundZuinnEG-Bd,14889,ㄐㄧㄣˋ,Rendered component glyph + textbook character cross-check (v0.8),進近盡
DFPBiaoKai-W5-ZhuIn-BFW,14238,ㄩˊ,Rendered component glyph + textbook character cross-check (v0.8),於餘
DFPBiaoKai-W5-ZhuIn-BFW,14492,ㄉㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),誕但
DFPBiaoKai-W5-ZhuIn-BFW,14227,ㄨㄣˋ,Rendered component glyph + textbook character cross-check (v0.8),問
DFPBiaoKai-W5-ZhuIn-BFW,15435,ㄙㄢ,Rendered component glyph + textbook character cross-check (v0.8),三
DFPBiaoKai-W5-ZhuIn-BFW,14325,ㄆㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),配
YenRoundZuinnEG-Md,15305,˙ㄗ,Rendered component glyph + textbook character cross-check (v0.8),子
YenRoundZuinnEG-Md,15123,ㄔㄨ,Rendered component glyph + textbook character cross-check (v0.8),出
YenRoundZuinnEG-Bd,14440,ㄉㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),肚度
DFPBiaoKai-W5-ZhuIn-BFW,15127,ㄓㄥˋ,Rendered component glyph + textbook character cross-check (v0.8),正症證
YenRoundZuinnEG-Md,14527,ㄋㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),內
YenRoundZuinnEG-Bd,15510,ㄨㄣˋ,Rendered component glyph + textbook character cross-check (v0.8),問
LinGothicZuinnEG-Bd,15085,ㄓˇ,Rendered component glyph + textbook character cross-check (v0.8),址紙
YenRoundZuinnEG-Md,15400,ㄙㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),塑速
DFPBiaoKai-W5-ZhuIn-BFW,15003,ㄑㄧㄠˇ,Rendered component glyph + textbook character cross-check (v0.8),巧
DFPBiaoKai-W5-ZhuIn-BFW,14524,ㄉㄨㄛˇ,Rendered component glyph + textbook character cross-check (v0.8),躲
YenRoundZuinnEG-Md,15322,ㄘㄢ,Rendered component glyph + textbook character cross-check (v0.8),參餐
YenRoundZuinnEG-Md,14335,ㄇㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),目
YenRoundZuinnEG-Md,15307,ㄗˋ,Rendered component glyph + textbook character cross-check (v0.8),自字
YenRoundZuinnEG-Bd,15231,ㄖㄣˊ,Rendered component glyph + textbook character cross-check (v0.8),人
YenRoundZuinnEG-Bd,14950,ㄑㄩ,Rendered component glyph + textbook character cross-check (v0.8),區
DFPBiaoKai-W5-ZhuIn-BFW,14198,ㄧㄤˇ,Rendered component glyph + textbook character cross-check (v0.8),養氧仰
DFPBiaoKai-W5-ZhuIn-BFW,14281,ㄅㄣˇ,Rendered component glyph + textbook character cross-check (v0.8),本
DFPBiaoKai-W5-ZhuIn-BFW,14369,ㄆㄧㄥˊ,Rendered component glyph + textbook character cross-check (v0.8),平瓶
DFPBiaoKai-W5-ZhuIn-BFW,14792,ㄍㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),顧故
DFPBiaoKai-W5-ZhuIn-BFW,14773,ㄍㄡˋ,Rendered component glyph + textbook character cross-check (v0.8),夠購
DFPBiaoKai-W5-ZhuIn-BFW,14175,ㄧㄝˊ,Rendered component glyph + textbook character cross-check (v0.8),爺
DFPBiaoKai-W5-ZhuIn-BFW,15182,ㄔㄣˊ,Rendered component glyph + textbook character cross-check (v0.8),陳塵沉
DFPBiaoKai-W5-ZhuIn-BFW,14162,ㄦˊ,Rendered component glyph + textbook character cross-check (v0.8),兒而
YenRoundZuinnEG-Md,14838,ㄏㄨㄛˋ,Rendered component glyph + textbook character cross-check (v0.8),或禍
YenRoundZuinnEG-Md,14216,ㄆㄞˊ,Rendered component glyph + textbook character cross-check (v0.8),排
DFPBiaoKai-W5-ZhuIn-BFW,15248,ㄕㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),善
LinGothicZuinnEG-Bd,14986,ㄒㄧㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),陷線
DFPBiaoKai-W5-ZhuIn-BFW,15149,ㄓㄨㄤ,Rendered component glyph + textbook character cross-check (v0.8),裝
DFPBiaoKai-W5-ZhuIn-BFW,14276,ㄅㄢ,Rendered component glyph + textbook character cross-check (v0.8),般班
DFPBiaoKai-W5-ZhuIn-BFW,15071,ㄒㄧㄥˋ,Rendered component glyph + textbook character cross-check (v0.8),性
DFPBiaoKai-W5-ZhuIn-BFW,14830,ㄎㄠˇ,Rendered component glyph + textbook character cross-check (v0.8),考
YenRoundZuinnEG-Md,15458,ㄧㄝˋ,Rendered component glyph + textbook character cross-check (v0.8),頁
DFPBiaoKai-W5-ZhuIn-BFW,14300,ㄅㄧㄢ,Rendered component glyph + textbook character cross-check (v0.8),邊編鞭
YenRoundZuinnEG-Bd,15259,ㄗㄜˊ,Rendered component glyph + textbook character cross-check (v0.8),則責
DFPBiaoKai-W5-ZhuIn-BFW,14189,ㄧㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),驗
DFPBiaoKai-W5-ZhuIn-BFW,15148,ㄓㄨㄣˇ,Rendered component glyph + textbook character cross-check (v0.8),準
DFPBiaoKai-W5-ZhuIn-BFW,14166,ㄧˊ,Rendered component glyph + textbook character cross-check (v0.8),移儀
YenRoundZuinnEG-Md,14336,ㄈㄚ,Rendered component glyph + textbook character cross-check (v0.8),發
YenRoundZuinnEG-Md,15289,ㄗㄨㄛˋ,Rendered component glyph + textbook character cross-check (v0.8),作做
YenRoundZuinnEG-Md,15540,ㄩˋ,Rendered component glyph + textbook character cross-check (v0.8),育玉預與譽
YenRoundZuinnEG-Md,15465,ㄧㄡˊ,Rendered component glyph + textbook character cross-check (v0.8),游遊由
YenRoundZuinnEG-Bd,14833,ㄏㄨㄚˋ,Rendered component glyph + textbook character cross-check (v0.8),化話劃
YenRoundZuinnEG-Bd,14360,ㄈㄤˊ,Rendered component glyph + textbook character cross-check (v0.8),防房妨
YenRoundZuinnEG-Bd,15164,ㄕㄜˋ,Rendered component glyph + textbook character cross-check (v0.8),社射設
YenRoundZuinnEG-Bd,15136,ㄔㄨㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),傳
YenRoundZuinnEG-Bd,14878,ㄐㄧㄠˇ,Rendered component glyph + textbook character cross-check (v0.8),腳
DFPBiaoKai-W5-ZhuIn-BFW,15076,ㄒㄩˇ,Rendered component glyph + textbook character cross-check (v0.8),許
DFPBiaoKai-W5-ZhuIn-BFW,14952,ㄐㄧㄝˇ,Rendered component glyph + textbook character cross-check (v0.8),解
DFPBiaoKai-W5-ZhuIn-BFW,15180,ㄔㄢˇ,Rendered component glyph + textbook character cross-check (v0.8),產
DFPBiaoKai-W5-ZhuIn-BFW,14431,ㄇㄧㄥˊ,Rendered component glyph + textbook character cross-check (v0.8),明名
DFPBiaoKai-W5-ZhuIn-BFW,14528,ㄉㄨㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),段斷
DFPBiaoKai-W5-ZhuIn-BFW,14176,ㄧㄝˋ,Rendered component glyph + textbook character cross-check (v0.8),業頁夜
YenRoundZuinnEG-Md,15197,ㄕㄨㄛ,Rendered component glyph + textbook character cross-check (v0.8),說
DFPBiaoKai-W5-ZhuIn-BFW,14416,ㄇㄧˋ,Rendered component glyph + textbook character cross-check (v0.8),祕
DFPBiaoKai-W5-ZhuIn-BFW,14726,ㄌㄧㄤˇ,Rendered component glyph + textbook character cross-check (v0.8),兩
LinGothicZuinnEG-Md,14876,ㄐㄧㄠ,Rendered component glyph + textbook character cross-check (v0.8),焦膠
DFPBiaoKai-W5-ZhuIn-BFW,14545,ㄊㄠˊ,Rendered component glyph + textbook character cross-check (v0.8),逃
YenRoundZuinnEG-Md,14285,ㄇㄞˇ,Rendered component glyph + textbook character cross-check (v0.8),買
YenRoundZuinnEG-Md,14629,ㄌㄧㄠˋ,Rendered component glyph + textbook character cross-check (v0.8),料
DFPBiaoKai-W5-ZhuIn-BFW,15156,ㄔˊ,Rendered component glyph + textbook character cross-check (v0.8),池持
DFPBiaoKai-W5-ZhuIn-BFW,14763,ㄍㄜˋ,Rendered component glyph + textbook character cross-check (v0.8),各
DFPBiaoKai-W5-ZhuIn-BFW,14215,ㄨㄞˋ,Rendered component glyph + textbook character cross-check (v0.8),外
DFPBiaoKai-W5-ZhuIn-BFW,14429,ㄇㄧㄣˊ,Rendered component glyph + textbook character cross-check (v0.8),民
DFPBiaoKai-W5-ZhuIn-BFW,15135,ㄓㄨㄛ,Rendered component glyph + textbook character cross-check (v0.8),桌
DFPBiaoKai-W5-ZhuIn-BFW,14319,ㄆㄞ,Rendered component glyph + textbook character cross-check (v0.8),拍
YenRoundZuinnEG-Md,15314,ㄘㄞˊ,Rendered component glyph + textbook character cross-check (v0.8),才
YenRoundZuinnEG-Md,14896,ㄐㄧˊ,Rendered component glyph + textbook character cross-check (v0.8),及擊即集
YenRoundZuinnEG-Md,14164,ㄅㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),備背被
YenRoundZuinnEG-Bd,15312,ㄘㄜˋ,Rendered component glyph + textbook character cross-check (v0.8),冊廁側策
YenRoundZuinnEG-Bd,15262,ㄗㄞ,Rendered component glyph + textbook character cross-check (v0.8),災
YenRoundZuinnEG-Bd,14376,ㄉㄚˊ,Rendered component glyph + textbook character cross-check (v0.8),達答
YenRoundZuinnEG-Bd,14803,ㄏㄞˇ,Rendered component glyph + textbook character cross-check (v0.8),海
YenRoundZuinnEG-Bd,15477,ㄧㄤˊ,Rendered component glyph + textbook character cross-check (v0.8),洋陽
YenRoundZuinn1EG-Bd,14642,ㄌㄧㄤˋ,Rendered component glyph + textbook character cross-check (v0.8),量
YenRoundZuinnEG-Bd,14733,ㄍㄨㄥ,Rendered component glyph + textbook character cross-check (v0.8),功供公
YenRoundZuinnEG-Bd,15292,ㄗㄨㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),最
DFPBiaoKai-W5-ZhuIn-BFW,14533,ㄉㄨㄥ,Rendered component glyph + textbook character cross-check (v0.8),東
DFPBiaoKai-W5-ZhuIn-BFW,14163,ㄦˋ,Rendered component glyph + textbook character cross-check (v0.8),二
DFPBiaoKai-W5-ZhuIn-BFW,15278,ㄕㄨㄣˋ,Rendered component glyph + textbook character cross-check (v0.8),順瞬
DFPBiaoKai-W5-ZhuIn-BFW,14615,ㄋㄞˇ,Rendered component glyph + textbook character cross-check (v0.8),奶
DFPBiaoKai-W5-ZhuIn-BFW,15347,ㄗㄥ,Rendered component glyph + textbook character cross-check (v0.8),增
DFPBiaoKai-W5-ZhuIn-BFW,15120,ㄓㄣ,Rendered component glyph + textbook character cross-check (v0.8),珍偵真
YenRoundZuinnEG-Md,15255,ㄖˋ,Rendered component glyph + textbook character cross-check (v0.8),日
YenRoundZuinnEG-Md,15523,ㄩㄝˋ,Rendered component glyph + textbook character cross-check (v0.8),月越躍
YenRoundZuinn1EG-Md,15483,ㄧㄥˋ,Rendered component glyph + textbook character cross-check (v0.8),應硬
YenRoundZuinnEG-Md,15433,ㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),按案岸
YenRoundZuinnEG-Md,14412,ㄉㄧㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),電墊店
YenRoundZuinnEG-Md,14441,ㄊㄚ,Rendered component glyph + textbook character cross-check (v0.8),他
DFPBiaoKai-W5-ZhuIn-BFW,14475,ㄉㄚˊ,Rendered component glyph + textbook character cross-check (v0.8),達答
YenRoundZuinnEG-Md,14901,ㄐㄩㄝˊ,Rendered component glyph + textbook character cross-check (v0.8),覺絕決
YenRoundZuinnEG-Md,15004,ㄒㄩ,Rendered component glyph + textbook character cross-check (v0.8),需須
YenRoundZuinnEG-Md,14358,ㄈㄣˋ,Rendered component glyph + textbook character cross-check (v0.8),糞份分
YenRoundZuinnEG-Md,14416,ㄉㄧㄥˋ,Rendered component glyph + textbook character cross-check (v0.8),定
LinGothicZuinnEG-Bd,14979,ㄒㄧㄠˋ,Rendered component glyph + textbook character cross-check (v0.8),效校
YenRoundZuinnEG-Md,15185,ㄕㄤ,Rendered component glyph + textbook character cross-check (v0.8),商傷
LinGothicZuinn1EG-Md,15484,ㄧˊ,Rendered component glyph + textbook character cross-check (v0.8),一疑
LinGothicZuinnEG-Md,14941,ㄑㄧㄤˇ,Rendered component glyph + textbook character cross-check (v0.8),搶
DFPBiaoKai-W5-ZhuIn-BFW,14453,ㄈㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),範飯販
DFPBiaoKai-W5-ZhuIn-BFW,14809,ㄍㄨㄢˇ,Rendered component glyph + textbook character cross-check (v0.8),管
YenRoundZuinnEG-Md,14966,ㄒㄧ,Rendered component glyph + textbook character cross-check (v0.8),悉吸膝
DFPBiaoKai-W5-ZhuIn-BFW,14445,ㄈㄟˋ,Rendered component glyph + textbook character cross-check (v0.8),廢費
YenRoundZuinnEG-Bd,15003,ㄒㄧˋ,Rendered component glyph + textbook character cross-check (v0.8),戲隙
YenRoundZuinnEG-Bd,15364,ㄙㄞˋ,Rendered component glyph + textbook character cross-check (v0.8),賽
DFPBiaoKai-W5-ZhuIn-BFW,14927,ㄏㄨㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),換
YenRoundZuinnEG-Md,14567,ㄋㄧˇ,Rendered component glyph + textbook character cross-check (v0.8),你
YenRoundZuinnEG-Md,14718,ㄍㄨㄛˋ,Rendered component glyph + textbook character cross-check (v0.8),過
YenRoundZuinnEG-Md,14898,ㄐㄧˋ,Rendered component glyph + textbook character cross-check (v0.8),記紀
YenRoundZuinnEG-Md,14893,ㄐㄧㄥ,Rendered component glyph + textbook character cross-check (v0.8),精經驚
YenRoundZuinnEG-Md,14188,ㄅㄧㄠ,Rendered component glyph + textbook character cross-check (v0.8),標
YenRoundZuinnEG-Md,14747,ㄎㄜˋ,Rendered component glyph + textbook character cross-check (v0.8),課客
YenRoundZuinnEG-Md,14487,ㄊㄧˇ,Rendered component glyph + textbook character cross-check (v0.8),體
YenRoundZuinnEG-Md,14929,ㄑㄧㄡˊ,Rendered component glyph + textbook character cross-check (v0.8),球
YenRoundZuinnEG-Md,14191,ㄅㄧㄢ,Rendered component glyph + textbook character cross-check (v0.8),編邊鞭
ZhuYinNREG-Md,15357,ㄘˋ,Rendered component glyph + textbook character cross-check (v0.8),次刺
YenRoundZuinnEG-Bd,15048,ㄓㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),戰站
YenRoundZuinnEG-Bd,15023,ㄓ,Rendered component glyph + textbook character cross-check (v0.8),之肢隻
YenRoundZuinnEG-Bd,15153,ㄔˊ,Rendered component glyph + textbook character cross-check (v0.8),池持遲
YenRoundZuinnEG-Bd,15209,ㄕㄨㄤ,Rendered component glyph + textbook character cross-check (v0.8),雙
DFPBiaoKai-W5-ZhuIn-BFW,14225,ㄨㄣ,Rendered component glyph + textbook character cross-check (v0.8),溫
DFPBiaoKai-W5-ZhuIn-BFW,15251,ㄕㄣˊ,Rendered component glyph + textbook character cross-check (v0.8),神
DFPBiaoKai-W5-ZhuIn-BFW,14336,ㄆㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),盼拚判
DFPBiaoKai-W5-ZhuIn-BFW,14708,ㄌㄧㄝˋ,Rendered component glyph + textbook character cross-check (v0.8),列裂
DFPBiaoKai-W5-ZhuIn-BFW,14518,ㄉㄨˊ,Rendered component glyph + textbook character cross-check (v0.8),獨讀
DFPBiaoKai-W5-ZhuIn-BFW,15380,ㄘㄞˇ,Rendered component glyph + textbook character cross-check (v0.8),彩踩
DFPBiaoKai-W5-ZhuIn-BFW,15086,ㄒㄩㄣˊ,Rendered component glyph + textbook character cross-check (v0.8),循詢
DFPBiaoKai-W5-ZhuIn-BFW,15244,ㄕㄡˊ,直接渲染注音元件字形＋原頁放大圖覆核（v1.1修正）,熟；v0.8 誤標為ㄕㄨˊ
DFPBiaoKai-W5-ZhuIn-BFW,14277,ㄅㄢˋ,Rendered component glyph + textbook character cross-check (v0.8),伴辦
YenRoundZuinnEG-Md,15084,ㄓˊ,Rendered component glyph + textbook character cross-check (v0.8),執直
YenRoundZuinnEG-Md,14945,ㄑㄧㄥˇ,Rendered component glyph + textbook character cross-check (v0.8),請
DFPBiaoKai-W5-ZhuIn-BFW,15189,ㄔㄥ,Rendered component glyph + textbook character cross-check (v0.8),稱撐
YenRoundZuinn1EG-Md,15215,ㄕㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),數
YenRoundZuinnEG-Md,15538,ㄩˊ,Rendered component glyph + textbook character cross-check (v0.8),於愉
YenRoundZuinnEG-Md,14717,ㄍㄨㄛˇ,Rendered component glyph + textbook character cross-check (v0.8),果
YenRoundZuinnEG-Md,14885,ㄐㄧㄢˇ,Rendered component glyph + textbook character cross-check (v0.8),減檢
ZhuYinNREG-Md,14479,ㄊㄧㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),田
ZhuYinNREG-Md,14334,ㄇㄨˇ,Rendered component glyph + textbook character cross-check (v0.8),母
ZhuYinNREG-Md,14535,ㄋㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),南男
YenRoundZuinnEG-Bd,14260,ㄆㄧㄣˇ,Rendered component glyph + textbook character cross-check (v0.8),品
LinGothicZuinnEG-Bd,15057,ㄓㄥˋ,Rendered component glyph + textbook character cross-check (v0.8),證正
DFPBiaoKai-W5-ZhuIn-BFW,15371,ㄘˋ,Rendered component glyph + textbook character cross-check (v0.8),次刺
DFPBiaoKai-W5-ZhuIn-BFW,14272,ㄅㄠ,Rendered component glyph + textbook character cross-check (v0.8),包
DFPBiaoKai-W5-ZhuIn-BFW,14450,ㄈㄡˇ,Rendered component glyph + textbook character cross-check (v0.8),否
YenRoundZuinnEG-Md,14373,ㄈㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),附負
YenRoundZuinnEG-Md,14912,ㄐㄩˊ,Rendered component glyph + textbook character cross-check (v0.8),局
LinGothicZuinnEG-Md,15498,ㄨㄞˋ,Rendered component glyph + textbook character cross-check (v0.8),外
YenRoundZuinnEG-Bd,14451,ㄊㄠˊ,Rendered component glyph + textbook character cross-check (v0.8),逃
DFPBiaoKai-W5-ZhuIn-BFW,15106,ㄓㄞˊ,Rendered component glyph + textbook character cross-check (v0.8),宅
YenRoundZuinnEG-Bd,14315,ㄇㄧㄝˋ,Rendered component glyph + textbook character cross-check (v0.8),滅
LinGothicZuinnEG-Bd,15040,ㄓㄠˇ,Rendered component glyph + textbook character cross-check (v0.8),找
DFPBiaoKai-W5-ZhuIn-BFW,14188,ㄧㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),延
DFPBiaoKai-W5-ZhuIn-BFW,15264,ㄕㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),束樹述
YenRoundZuinnEG-Md,14168,ㄅㄠˇ,Rendered component glyph + textbook character cross-check (v0.8),保
YenRoundZuinnEG-Md,14648,ㄌㄧˊ,Rendered component glyph + textbook character cross-check (v0.8),璃離
DFPBiaoKai-W5-ZhuIn-BFW,15280,ㄕㄨㄤ,Rendered component glyph + textbook character cross-check (v0.8),雙
DFPBiaoKai-W5-ZhuIn-BFW,14823,ㄎㄜˋ,Rendered component glyph + textbook character cross-check (v0.8),課
DFPBiaoKai-W5-ZhuIn-BFW,14972,ㄐㄩ,Rendered component glyph + textbook character cross-check (v0.8),居
DFPBiaoKai-W5-ZhuIn-BFW,15446,ㄙㄨㄛ,Rendered component glyph + textbook character cross-check (v0.8),縮
DFPBiaoKai-W5-ZhuIn-BFW,15257,ㄕㄤˇ,Rendered component glyph + textbook character cross-check (v0.8),賞
DFPBiaoKai-W5-ZhuIn-BFW,15249,ㄕㄢˇ,Rendered component glyph + textbook character cross-check (v0.8),閃
LinGothicZuinnEG-Bd,14276,ㄇㄚˇ,Rendered component glyph + textbook character cross-check (v0.8),碼
YenRoundZuinnEG-Md,14874,ㄐㄧㄝˇ,Rendered component glyph + textbook character cross-check (v0.8),解
YenRoundZuinnEG-Md,14544,ㄋㄥˊ,Rendered component glyph + textbook character cross-check (v0.8),能
YenRoundZuinnEG-Md,14897,ㄐㄧˇ,Rendered component glyph + textbook character cross-check (v0.8),己擠
YenRoundZuinnEG-Md,14864,ㄏㄨˋ,Rendered component glyph + textbook character cross-check (v0.8),護
YenRoundZuinnEG-Md,14846,ㄏㄨㄢˊ,Rendered component glyph + textbook character cross-check (v0.8),環
YenRoundZuinnEG-Md,14895,ㄐㄧㄥˋ,Rendered component glyph + textbook character cross-check (v0.8),境競
YenRoundZuinnEG-Md,15031,ㄓㄜˇ,Rendered component glyph + textbook character cross-check (v0.8),者
YenRoundZuinnEG-Bd,14516,ㄋㄚˇ,Rendered component glyph + textbook character cross-check (v0.8),哪
YenRoundZuinn1EG-Bd,15053,ㄓㄤˇ,Rendered component glyph + textbook character cross-check (v0.8),長
YenRoundZuinnEG-Bd,14288,ㄇㄟˊ,Rendered component glyph + textbook character cross-check (v0.8),沒媒
YenRoundZuinnEG-Bd,15049,ㄓㄣ,Rendered component glyph + textbook character cross-check (v0.8),真
YenRoundZuinnEG-Bd,15362,ㄙㄜˋ,直接渲染注音元件字形＋原頁放大圖覆核（v1.1修正）,圾／色；v0.8 誤標為ㄐㄧ
