rule_id,priority,mode,target_char,phrase,expected_reading,excluded_phrases,source,source_url,note,pdf_contains,evidence_level
HB-T6-R010-1,10000,exact,署,署名,ㄕㄨˋ,,統一用字手冊113.10.04.docx,,同字詞性相異｜當動詞用（安排、簽寫）。例：部署、簽署。,,handbook_highest
HB-T6-R011-1,10000,exact,從,隨從,ㄗㄨㄥˋ,,統一用字手冊113.10.04.docx,,同字詞性相異｜當名詞用（隨侍的人）。例：侍從。,,handbook_highest
HB-T6-R012-1,10000,exact,從,隨從,ㄘㄨㄥˊ,,統一用字手冊113.10.04.docx,,同字詞性相異｜當動詞用（跟隨、依順）。例：跟從、服從。,,handbook_highest
HB-T6-R013-1,10000,exact,咽,咽喉,ㄧㄢ,,統一用字手冊113.10.04.docx,,同字詞性相異｜當名詞用（喉嚨）。,,handbook_highest
HB-T6-R014-1,10000,exact,咽,嗚咽,ㄧㄝˋ,,統一用字手冊113.10.04.docx,,同字詞性相異｜當形容詞用（形容聲音受阻）。例：哽咽。,,handbook_highest
HB-NARR-001,10000,exact,悶,煩悶,ㄇㄣˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜心裡煩悶,,handbook_highest
HB-NARR-002,10000,exact,悶,悶熱,ㄇㄣ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜被罩住／悶熱,,handbook_highest
HB-NARR-004,10000,exact,吐,吐血,ㄊㄨˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜從胃中出,,handbook_highest
HB-NARR-005,10000,exact,滑,滑稽,ㄍㄨˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜文言文用法,,handbook_highest
HB-NARR-006,10000,exact,滑,滑稽,ㄏㄨㄚˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜白話文用法；同形詞義需人工判斷,,handbook_highest
HB-NARR-007,10000,exact,強,勉強,ㄑㄧㄤˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜硬要、迫使,,handbook_highest
HB-NARR-008,10000,exact,強,強壯,ㄑㄧㄤˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜有力、健壯,,handbook_highest
HB-NARR-009,10000,exact,姊,姊,ㄗˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜手冊正文：姊音ㄗˇ,,handbook_highest
HB-NARR-010,10000,exact,姊,姊姊,ㄐㄧㄝˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜僅姊姊通姐姐時可用,,handbook_highest
HB-NARR-011,10000,exact,扛,扛桌子,ㄍㄤ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜用雙手舉,,handbook_highest
HB-NARR-012,10000,exact,折,折斷,ㄓㄜˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜弄斷,,handbook_highest
HB-NARR-013,10000,exact,折,折腰,ㄓㄜˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜彎,,handbook_highest
HB-NARR-014,10000,exact,折,曲折,ㄓㄜˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜彎曲,,handbook_highest
HB-NARR-015,10000,exact,折,折壽,ㄓㄜˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜損失,,handbook_highest
HB-NARR-016,10000,exact,折,折本,ㄕㄜˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜虧損,,handbook_highest
HB-NARR-017,10000,exact,折,折錢,ㄕㄜˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜虧損,,handbook_highest
HB-NARR-018,10000,exact,折,折騰,ㄓㄜ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜翻轉、迴旋,,handbook_highest
HB-NARR-019,10000,exact,折,折跟頭,ㄓㄜ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜翻轉、迴旋,,handbook_highest
HB-NARR-020,10000,exact,骨,筋骨,ㄍㄨˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜主要讀音,,handbook_highest
HB-NARR-022,10000,exact,骨,骨肉,ㄍㄨˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜主要讀音,,handbook_highest
HB-NARR-024,10000,exact,骨,硬骨頭,ㄍㄨˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜限用骨頭,,handbook_highest
HB-NARR-025,10000,exact,骨,懶骨頭,ㄍㄨˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜限用骨頭,,handbook_highest
HB-NARR-026,10000,exact,骨,骨朵兒,ㄍㄨ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜限用詞,,handbook_highest
HB-NARR-027,10000,exact,骨,骨碌,ㄍㄨ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜限用詞,,handbook_highest
HB-NARR-028,10000,exact,撇,撇嘴,ㄆㄧㄝˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜撇嘴／一撇,,handbook_highest
HB-NARR-029,10000,exact,撇,一撇,ㄆㄧㄝˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜撇嘴／一撇,,handbook_highest
HB-NARR-030,10000,exact,撇,撇下,ㄆㄧㄝ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜餘義,,handbook_highest
HB-NARR-031,10000,exact,撇,撇棄,ㄆㄧㄝ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜餘義,,handbook_highest
HB-NARR-033,10000,exact,撇,撇開,ㄆㄧㄝ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜餘義,,handbook_highest
HB-NARR-034,10000,exact,暈,頭暈眼花,ㄩㄣ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜與頭昏有關,,handbook_highest
HB-NARR-035,10000,exact,暈,暈車,ㄩㄣ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜與頭昏有關,,handbook_highest
HB-NARR-036,10000,exact,暈,暈倒,ㄩㄣ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜與頭昏有關,,handbook_highest
HB-NARR-037,10000,exact,暈,月暈,ㄩㄣˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜名詞,,handbook_highest
HB-NARR-038,10000,exact,暈,燈暈,ㄩㄣˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜名詞,,handbook_highest
HB-NARR-039,10000,exact,暈,酒暈,ㄩㄣˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜名詞,,handbook_highest
HB-NARR-040,10000,exact,暈,血暈,ㄩㄣˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜名詞,,handbook_highest
HB-NARR-041,10000,exact,更,自力更生,ㄍㄥˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜愈、再,,handbook_highest
HB-NARR-042,10000,exact,更,更好,ㄍㄥˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜愈、再,,handbook_highest
HB-NARR-043,10000,exact,更,更生人,ㄍㄥˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜愈、再,,handbook_highest
HB-NARR-044,10000,exact,更,變更,ㄍㄥ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜變換、代替,,handbook_highest
HB-NARR-045,10000,exact,更,更夫,ㄍㄥ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜變換、代替,,handbook_highest
HB-NARR-047,10000,exact,更,少不更事,ㄍㄥ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜變換、代替,,handbook_highest
HB-NARR-050,10000,exact,漲,漲價,ㄓㄤˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜標準線增高,,handbook_highest
HB-NARR-051,10000,exact,漲,水漲船高,ㄓㄤˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜標準線增高,,handbook_highest
HB-NARR-052,10000,exact,燥,乾燥,ㄗㄠˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜乾、缺乏水分,,handbook_highest
HB-NARR-053,10000,exact,燥,枯燥,ㄗㄠˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜乾、缺乏水分,,handbook_highest
HB-NARR-054,10000,exact,燥,燥熱,ㄗㄠˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜乾、缺乏水分,,handbook_highest
HB-NARR-055,10000,exact,燥,天乾物燥,ㄗㄠˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜乾、缺乏水分,,handbook_highest
HB-NARR-056,10000,exact,燥,肉燥,ㄙㄠˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜剁成細碎的肉；源檔字形『厶』依同表ㄙ音分類正規化為ㄙ,,handbook_highest
HB-NARR-057,10000,exact,燥,燥子豆腐,ㄙㄠˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜剁成細碎的肉；源檔字形『厶』依同表ㄙ音分類正規化為ㄙ,,handbook_highest
HB-NARR-059,10000,exact,磨,磨麵,ㄇㄛˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜以磨子碾碎,,handbook_highest
HB-NARR-060,10000,exact,磨,磨豆腐,ㄇㄛˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜以磨子碾碎,,handbook_highest
HB-NARR-061,10000,exact,磨,磨刀,ㄇㄛˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜其餘動作,,handbook_highest
HB-NARR-062,10000,exact,磨,磨牙,ㄇㄛˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜其餘動作,,handbook_highest
HB-NARR-063,10000,exact,磨,磨練,ㄇㄛˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜其餘動作,,handbook_highest
HB-NARR-064,10000,exact,磨,好事多磨,ㄇㄛˊ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜其餘動作,,handbook_highest
HB-NARR-065,10000,exact,轉,轉彎,ㄓㄨㄢˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜改變方向,,handbook_highest
HB-NARR-066,10000,exact,轉,旋轉,ㄓㄨㄢˇ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜手冊本節列為改變方向義的例,,handbook_highest
HB-NARR-067,10000,exact,轉,轉圈兒,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜有軸可繞、可回到原點,,handbook_highest
HB-NARR-068,10000,exact,轉,暈頭轉向,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜有軸可繞、可回到原點,,handbook_highest
HB-NARR-069,10000,exact,轉,地球自轉,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜有軸可繞、可回到原點,,handbook_highest
HB-NARR-070,10000,exact,轉,公轉,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜有軸可繞、可回到原點,,handbook_highest
HB-NARR-071,10000,exact,冠,鳳冠,ㄍㄨㄢ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜帽子／頂端,,handbook_highest
HB-NARR-073,10000,exact,冠,怒髮衝冠,ㄍㄨㄢ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜帽子／頂端,,handbook_highest
HB-NARR-074,10000,exact,冠,花冠,ㄍㄨㄢ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜頂端物,,handbook_highest
HB-NARR-075,10000,exact,冠,雞冠,ㄍㄨㄢ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜頂端物,,handbook_highest
HB-NARR-077,10000,exact,冠,弱冠,ㄍㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜成年禮,,handbook_highest
HB-NARR-078,10000,exact,冠,獨冠群雄,ㄍㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜超越、領先,,handbook_highest
HB-NARR-080,10000,exact,冠,冠夫姓,ㄍㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜加上,,handbook_highest
HB-NARR-081,10000,exact,冠,冠罪名,ㄍㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜加上,,handbook_highest
HB-NARR-082,10000,exact,冠,冠軍,ㄍㄨㄢˋ,,統一用字手冊113.10.04.docx,,一字多音審訂表整理｜名次第一,,handbook_highest
HB-DETAIL-001,10100,exact,纍,果實纍纍,ㄌㄟˊ,,統一用字手冊113.10.04.docx,,語文組統一注音1－果實纍纍｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-002,10100,exact,麗,高麗菜,ㄌㄧˊ,,統一用字手冊113.10.04.docx,,語文組統一注音2－高麗菜｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-003,10100,exact,教,佛教,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-004,10100,exact,教,教唆,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-005,10100,exact,教,教育,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-006,10100,exact,教,教材教法,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-007,10100,exact,教,諄諄教誨,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-008,10100,exact,教,因材施教,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-009,10100,exact,教,教學,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-010,10100,exact,教,教學相長,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-011,10100,exact,教,教學研討會,ㄐㄧㄠˋ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-012,10100,exact,教,教學生,ㄐㄧㄠ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-013,10100,exact,教,教書匠,ㄐㄧㄠ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-014,10100,exact,教,教唱,ㄐㄧㄠ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-015,10100,exact,教,教書,ㄐㄧㄠ,,統一用字手冊113.10.04.docx,,語文組統一注音3－教｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-016,10100,exact,兒,這兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-017,10100,exact,兒,鳥兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-018,10100,exact,兒,花兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-019,10100,exact,兒,草兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-020,10100,exact,兒,模特兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-021,10100,exact,兒,老頭兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-022,10100,exact,兒,美人兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-023,10100,exact,兒,拐彎兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-024,10100,exact,兒,找碴兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-025,10100,exact,兒,快快兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-026,10100,exact,兒,慢慢兒,ㄦ,,統一用字手冊113.10.04.docx,,語文組統一注音4－兒化音｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-027,10100,exact,轉,轉動門把,ㄓㄨㄢˇ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉：改變方向／轉身活動｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-028,10100,exact,轉,轉動開關,ㄓㄨㄢˇ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉：改變方向／轉身活動｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-029,10100,exact,轉,目不轉睛,ㄓㄨㄢˇ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-030,10100,exact,轉,轉頭,ㄓㄨㄢˇ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-031,10100,exact,轉,天旋地轉,ㄓㄨㄢˇ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-032,10100,exact,轉,暈頭轉向,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-033,10100,exact,轉,公轉,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-034,10100,exact,轉,自轉,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-035,10100,exact,轉,打轉,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-036,10100,exact,轉,團團轉,ㄓㄨㄢˋ,,統一用字手冊113.10.04.docx,,語文組統一注音5－轉｜手冊明列／結論詞例。,,handbook_highest
HB-DETAIL-037,10100,exact,臭,臭味相投,ㄒㄧㄡˋ,,統一用字手冊113.10.04.docx,,語文組統一注音6－臭味相投｜手冊明列／結論詞例。,,handbook_highest
HB-NOTE-001,10100,exact,頭,裡頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-002,10100,exact,頭,外頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-003,10100,exact,頭,跟頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-004,10100,exact,頭,罐頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-005,10100,exact,頭,饅頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-006,10100,exact,頭,念頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-007,10100,exact,頭,來頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-008,10100,exact,頭,苗頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-009,10100,exact,頭,石頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-010,10100,exact,頭,木頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-011,10100,exact,頭,手指頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-012,10100,exact,頭,翻跟頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-013,10100,exact,頭,拳頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-014,10100,exact,頭,山頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-015,10100,exact,頭,盡頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-016,10100,exact,頭,心頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-017,10100,exact,頭,眉頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-018,10100,exact,頭,矛頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-019,10100,exact,頭,鐘頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-020,10100,exact,頭,塊頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-021,10100,exact,頭,帶頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-022,10100,exact,頭,人頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-023,10100,exact,頭,水龍頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-024,10100,exact,呀,對呀,˙ㄧㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-025,10100,exact,嘍,回家嘍,˙ㄌㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-026,10100,exact,著,站著,˙ㄓㄜ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-027,10100,exact,著,迎著,˙ㄓㄜ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-028,10100,exact,著,想著,˙ㄓㄜ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-029,10100,exact,的,新的,˙ㄉㄜ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-030,10100,exact,得,說得好,˙ㄉㄜ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-031,10100,exact,子,桌子,˙ㄗ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-032,10100,exact,子,椅子,˙ㄗ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-033,10100,exact,子,蚊子,˙ㄗ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-034,10100,exact,子,李子,˙ㄗ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-035,10100,exact,們,你們,˙ㄇㄣ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-036,10100,exact,們,我們,˙ㄇㄣ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-037,10100,exact,們,他們,˙ㄇㄣ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-038,10100,exact,個,一個人,˙ㄍㄜ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-039,10100,exact,巴,下巴,˙ㄅㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-040,10100,exact,巴,尾巴,˙ㄅㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-041,10100,exact,巴,嘴巴,˙ㄅㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-042,10100,exact,蔔,蘿蔔,˙ㄅㄛ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-043,10100,exact,娘,姑娘,˙ㄋㄧㄤ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-044,10100,exact,和,暖和,˙ㄏㄨㄛ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
